request_id,segment_id,system_type,district,request_type,submitted_date,resolved_date,resolution_status,severity,channel,lat,lon
SR-00391,PIPE-0154,Water,Downtown,Leak Report,2024-05-06,2024-05-17,Resolved,Critical,Web Form,43.6132732358572,-116.21235673277607
SR-00392,PIPE-0001,Water,West Boise,Low Pressure,2024-03-28,2024-05-05,Pending,Medium,Phone,43.649974931105014,-116.33971140486159
SR-00393,PIPE-0025,Sewer,Downtown,Odor Complaint,2024-04-19,,Resolved,Low,Phone,43.61420280401845,-116.17353418271883
SR-00394,PIPE-0019,Sewer,Downtown,Root Intrusion Report,2024-03-01,,Pending,Critical,SCADA,43.6154747131365,-116.21892635003806
SR-00395,PIPE-0347,Water,North End,Hydrant Issue,2025-03-09,2025-03-29,Resolved,High,SCADA,43.635433491593986,-116.20407647869236
SR-00396,PIPE-0385,Water,Downtown,Discolored Water,2024-10-18,2024-10-30,Pending,Critical,311 App,43.5985474366497,-116.19489964876261
SR-00397,PIPE-0043,Water,Downtown,Hydrant Issue,2024-01-03,,Resolved,Low,311 App,43.605485921567656,-116.22189341834765
SR-00398,PIPE-0068,Sewer,Southwest,Slow Drain,2025-02-26,2025-03-05,Pending,High,311 App,43.593781936824136,-116.22127077888834
SR-00399,PIPE-0389,Water,Downtown,Water Main Break,2024-01-14,2024-02-26,Pending,Low,Phone,43.60630598950239,-116.21852626962304
SR-00400,PIPE-0297,Stormwater,Southwest,Street Flooding,2024-12-16,2025-01-15,Resolved,Low,SCADA,43.54920285251777,-116.27922698798662
SR-00401,PIPE-0087,Water,North End,Low Pressure,2024-08-22,,Pending,High,Web Form,43.639529132504826,-116.19376102187297
SR-00402,PIPE-0389,Water,Downtown,Low Pressure,2024-04-26,2024-04-28,In Review,Critical,Phone,43.605330734266396,-116.21856238184786
SR-00403,PIPE-0143,Stormwater,Southwest,Culvert Blockage,2025-04-02,2025-04-30,Pending,Critical,311 App,43.59519024759008,-116.25522896855362
SR-00404,PIPE-0459,Sewer,North End,Root Intrusion Report,2025-11-18,2025-12-01,Pending,Medium,SCADA,43.62790287700695,-116.2000756771532
SR-00405,PIPE-0240,Sewer,Downtown,Odor Complaint,2025-03-23,2025-03-29,In Review,Low,Phone,43.61833377214939,-116.18568009098297
SR-00406,PIPE-0291,Sewer,Southwest,Odor Complaint,2024-02-02,,Pending,Critical,SCADA,43.56401466868992,-116.27240767620343
SR-00407,PIPE-0352,Sewer,Southwest,Sewer Backup,2024-01-26,2024-02-03,Pending,Critical,SCADA,43.58507329367834,-116.2321997335032
SR-00408,PIPE-0439,Water,Downtown,Discolored Water,2025-11-01,,In Review,Low,Web Form,43.60625067541393,-116.20040081209847
SR-00409,PIPE-0115,Stormwater,Southeast,Clogged Drain,2025-12-25,,Resolved,High,311 App,43.54217932775991,-116.16555948455195
SR-00410,PIPE-0482,Sewer,Southeast,Root Intrusion Report,2025-05-23,2025-06-18,In Review,Critical,Phone,43.540592107655556,-116.17286034487178
SR-00411,PIPE-0305,Water,Downtown,Leak Report,2025-12-02,,Pending,High,311 App,43.61618854884351,-116.20494898391094
SR-00412,PIPE-0384,Water,Downtown,Leak Report,2024-08-09,2024-08-13,Pending,High,Phone,43.61226519552633,-116.1763032183122
SR-00413,PIPE-0324,Water,West Boise,No Water,2024-07-06,,In Review,High,311 App,43.63794268227608,-116.31606872808007
SR-00414,PIPE-0045,Water,East Bench,Discolored Water,2025-12-29,2026-01-15,Pending,Medium,311 App,43.609740368989804,-116.14018607681884
SR-00415,PIPE-0299,Stormwater,North End,Street Flooding,2025-07-07,2025-07-14,Pending,Low,Phone,43.66050202380875,-116.20397394460215
SR-00416,PIPE-0282,Sewer,North End,Root Intrusion Report,2025-11-07,2025-11-14,Resolved,Medium,Web Form,43.65286138463824,-116.20554829731134
SR-00417,PIPE-0205,Water,East Bench,Leak Report,2025-09-01,2025-10-09,Resolved,Low,311 App,43.61035804520763,-116.12453692308549
SR-00418,PIPE-0171,Stormwater,West Boise,Erosion Report,2025-07-04,2025-08-11,In Review,Low,311 App,43.643769032827926,-116.3122076970351
SR-00419,PIPE-0429,Sewer,Downtown,Sewer Backup,2024-11-07,2024-11-18,Pending,High,Phone,43.6002843505139,-116.19908958562195
SR-00420,PIPE-0340,Stormwater,West Boise,Clogged Drain,2025-03-24,2025-04-28,Resolved,Low,Web Form,43.634432379917826,-116.31040784968084
SR-00421,PIPE-0235,Sewer,West Boise,Manhole Overflow,2025-11-13,,Resolved,Critical,311 App,43.651071222684735,-116.34217008197798
SR-00422,PIPE-0483,Sewer,West Boise,Manhole Overflow,2025-11-15,,In Review,Critical,Web Form,43.65616585314767,-116.2540653931561
SR-00423,PIPE-0141,Stormwater,Downtown,Standing Water,2025-05-31,,In Review,Critical,311 App,43.61098053786239,-116.20633863328258
SR-00424,PIPE-0210,Water,Southwest,Low Pressure,2024-04-30,,In Review,Critical,311 App,43.550458440175866,-116.25492991522842
SR-00425,PIPE-0308,Sewer,Downtown,Slow Drain,2025-10-19,,Pending,Medium,Web Form,43.60799146123461,-116.17658682966795
SR-00426,PIPE-0009,Water,West Boise,No Water,2025-04-16,2025-05-29,In Review,Critical,Phone,43.650088399493214,-116.29081832968245
SR-00427,PIPE-0195,Sewer,Southeast,Root Intrusion Report,2025-03-07,2025-03-26,Pending,Critical,Phone,43.54515141972615,-116.18881577397717
SR-00428,PIPE-0307,Sewer,Downtown,Manhole Overflow,2024-09-29,2024-10-19,Resolved,Critical,311 App,43.615392797021656,-116.19679092835409
SR-00429,PIPE-0263,Sewer,West Boise,Root Intrusion Report,2024-06-12,2024-07-05,Resolved,Critical,Web Form,43.65517047862848,-116.31756276921081
SR-00430,PIPE-0497,Water,West Boise,Water Main Break,2025-08-10,2025-08-25,In Review,Critical,Phone,43.608275320972474,-116.26754466289508
SR-00431,PIPE-0177,Sewer,Downtown,Root Intrusion Report,2024-09-21,2024-10-01,Pending,Low,SCADA,43.61218221933339,-116.21840991751792
SR-00432,PIPE-0029,Water,Downtown,Low Pressure,2024-03-16,,In Review,Medium,Web Form,43.625752724540575,-116.18533545688058
SR-00433,PIPE-0359,Sewer,Southeast,Slow Drain,2024-06-16,2024-06-30,Resolved,Medium,Phone,43.58676644154882,-116.20036947000341
SR-00434,PIPE-0325,Water,Downtown,Water Main Break,2024-07-10,2024-07-13,Pending,Low,SCADA,43.59932980286419,-116.19708976484596
SR-00435,PIPE-0247,Stormwater,West Boise,Erosion Report,2024-06-18,2024-07-06,Pending,Medium,Web Form,43.60926327732492,-116.31989855420551
SR-00436,PIPE-0010,Water,North End,Water Main Break,2024-02-02,2024-03-18,Pending,Low,SCADA,43.67724925898782,-116.17762828162677
SR-00437,PIPE-0439,Water,Downtown,Hydrant Issue,2025-05-10,2025-05-15,Resolved,High,311 App,43.606140817513136,-116.19783529557719
SR-00438,PIPE-0335,Water,Southwest,Discolored Water,2025-02-14,2025-03-22,Resolved,High,311 App,43.5762434038572,-116.23440320210275
SR-00439,PIPE-0095,Water,North End,Hydrant Issue,2024-04-17,2024-05-08,Resolved,Critical,SCADA,43.68178873971895,-116.20611033992725
SR-00440,PIPE-0025,Sewer,Downtown,Root Intrusion Report,2025-07-05,2025-07-21,Pending,Critical,Web Form,43.61511923916467,-116.17547535033323
SR-00441,PIPE-0175,Water,North End,Hydrant Issue,2024-04-02,,Pending,High,311 App,43.65863658392227,-116.20679621157936
SR-00442,PIPE-0423,Sewer,East Bench,Slow Drain,2025-11-26,,Pending,Medium,SCADA,43.59863961528393,-116.13850704626944
SR-00443,PIPE-0477,Sewer,Downtown,Sewer Backup,2025-04-30,,Resolved,Critical,Phone,43.613466995302986,-116.18395878852263
SR-00444,PIPE-0411,Sewer,Southwest,Root Intrusion Report,2025-10-25,,In Review,High,Web Form,43.59948955349921,-116.2979377545468
SR-00445,PIPE-0064,Sewer,Downtown,Root Intrusion Report,2024-02-20,,Pending,Medium,Web Form,43.6001214114121,-116.19848854442446
SR-00446,PIPE-0216,Water,North End,No Water,2024-10-27,2024-11-21,Pending,Critical,SCADA,43.638169013790446,-116.20321999061444
SR-00447,PIPE-0364,Stormwater,East Bench,Erosion Report,2024-09-25,,Pending,Critical,Web Form,43.60768011721362,-116.17522761576355
SR-00448,PIPE-0052,Water,North End,Water Main Break,2024-01-30,2024-02-19,Resolved,Medium,311 App,43.67598660584339,-116.20294093345686
SR-00449,PIPE-0067,Stormwater,Downtown,Clogged Drain,2024-09-21,2024-10-16,In Review,Medium,SCADA,43.6253460293323,-116.1904892382329
SR-00450,PIPE-0150,Sewer,Southeast,Root Intrusion Report,2025-10-09,,Pending,Medium,311 App,43.55975662439271,-116.19827233834043
SR-00451,PIPE-0143,Stormwater,Southwest,Clogged Drain,2024-07-10,,Pending,Medium,SCADA,43.59608472793306,-116.25394858316452
SR-00452,PIPE-0391,Sewer,West Boise,Manhole Overflow,2025-04-30,,Pending,Low,SCADA,43.633566995593775,-116.2697807396867
SR-00453,PIPE-0446,Water,West Boise,Hydrant Issue,2024-04-12,,Pending,Critical,311 App,43.634459477146876,-116.30929725099504
SR-00454,PIPE-0385,Water,Downtown,Leak Report,2024-04-20,2024-05-24,Pending,Critical,Phone,43.59878353523835,-116.19782347143611
SR-00455,PIPE-0255,Sewer,Southeast,Odor Complaint,2025-01-01,2025-01-02,Pending,Medium,SCADA,43.587369113273354,-116.17357403282392
SR-00456,PIPE-0194,Water,Downtown,No Water,2025-03-11,,Resolved,Medium,311 App,43.61321356378391,-116.21328108591806
SR-00457,PIPE-0462,Sewer,East Bench,Slow Drain,2025-05-05,,Pending,Critical,311 App,43.598406817088666,-116.17559858235795
SR-00458,PIPE-0480,Water,West Boise,Hydrant Issue,2024-06-21,2024-07-08,Resolved,High,Phone,43.60726962360453,-116.2657900316699
SR-00459,PIPE-0179,Sewer,Downtown,Odor Complaint,2025-05-30,,Pending,High,311 App,43.59812574212777,-116.1930757090002
SR-00460,PIPE-0465,Water,Downtown,Leak Report,2025-10-30,2025-12-11,Pending,Medium,Phone,43.61039203978181,-116.18169818484927
SR-00461,PIPE-0322,Sewer,Downtown,Slow Drain,2024-07-17,,Pending,Critical,311 App,43.6258030004632,-116.1941803184553
SR-00462,PIPE-0141,Stormwater,Downtown,Erosion Report,2024-07-30,,In Review,Medium,SCADA,43.61059088414951,-116.20792748737158
SR-00463,PIPE-0135,Sewer,Downtown,Sewer Backup,2025-07-05,2025-07-16,Pending,High,311 App,43.60734121918723,-116.2006968871438
SR-00464,PIPE-0066,Stormwater,Downtown,Street Flooding,2025-09-13,2025-09-29,Pending,High,Phone,43.61218680056079,-116.21956447684782
SR-00465,PIPE-0260,Water,North End,Hydrant Issue,2024-08-23,,In Review,Medium,Web Form,43.626496515837125,-116.20082425097266
SR-00466,PIPE-0370,Water,Downtown,No Water,2024-11-08,,In Review,Low,311 App,43.62187762153794,-116.20014364390039
SR-00467,PIPE-0457,Stormwater,Southeast,Standing Water,2024-10-20,2024-10-25,Pending,Medium,Web Form,43.57645641041799,-116.18573084092932
SR-00468,PIPE-0417,Sewer,Downtown,Sewer Backup,2024-09-24,,In Review,Medium,Web Form,43.615990736110504,-116.21732755425255
SR-00469,PIPE-0148,Stormwater,East Bench,Street Flooding,2025-04-06,2025-05-12,Resolved,High,Phone,43.58057459755527,-116.17650666862288
SR-00470,PIPE-0282,Sewer,North End,Root Intrusion Report,2025-05-29,2025-06-15,In Review,Critical,SCADA,43.654076687966416,-116.20644122484175
SR-00471,PIPE-0221,Sewer,Downtown,Odor Complaint,2025-12-08,2025-12-28,Pending,Medium,SCADA,43.60171461651165,-116.20562401730437
SR-00472,PIPE-0474,Stormwater,West Boise,Street Flooding,2024-09-16,2024-09-19,In Review,Critical,Web Form,43.60590611819207,-116.3310031953132
SR-00473,PIPE-0319,Stormwater,Downtown,Standing Water,2025-07-24,2025-08-31,Resolved,Medium,Phone,43.6134630526991,-116.19024718663005
SR-00474,PIPE-0104,Water,Downtown,Low Pressure,2025-10-23,2025-11-24,Pending,Medium,Phone,43.627933621739516,-116.19656367558709
SR-00475,PIPE-0449,Water,North End,Discolored Water,2024-02-20,2024-03-27,Resolved,Medium,311 App,43.67647212840295,-116.18704310809782
SR-00476,PIPE-0027,Water,Downtown,Low Pressure,2024-06-28,2024-06-30,In Review,Critical,SCADA,43.61471588208495,-116.22154154267773
SR-00477,PIPE-0358,Water,Southwest,No Water,2025-06-04,2025-07-13,In Review,Critical,SCADA,43.584410810833546,-116.28260003589476
SR-00478,PIPE-0427,Water,Southeast,Water Main Break,2024-07-12,2024-07-18,Resolved,Medium,Web Form,43.54171422470567,-116.16844149742926
SR-00479,PIPE-0196,Sewer,West Boise,Slow Drain,2024-03-28,2024-04-01,Pending,Critical,Phone,43.65138994964465,-116.27362567992232
SR-00480,PIPE-0180,Water,West Boise,No Water,2025-08-25,,Resolved,Low,311 App,43.63502522297279,-116.24660362126463
SR-00481,PIPE-0449,Water,North End,Water Main Break,2025-02-17,2025-02-18,Pending,High,SCADA,43.67804313949972,-116.18721286849441
SR-00482,PIPE-0424,Water,Southwest,Leak Report,2025-12-06,,In Review,Critical,SCADA,43.55003069019568,-116.22501569701251
SR-00483,PIPE-0131,Stormwater,West Boise,Street Flooding,2025-02-06,2025-02-26,In Review,Low,Phone,43.65596312624795,-116.33721165741588
SR-00484,PIPE-0200,Water,Downtown,Hydrant Issue,2024-11-27,,In Review,High,SCADA,43.61310983066162,-116.2097602978783
SR-00485,PIPE-0096,Sewer,Downtown,Slow Drain,2025-07-29,2025-08-26,In Review,Medium,Web Form,43.62621584436717,-116.19117531741409
SR-00486,PIPE-0451,Sewer,Downtown,Slow Drain,2025-08-01,2025-08-12,In Review,Critical,311 App,43.62611181793314,-116.19986725754234
SR-00487,PIPE-0151,Water,Southeast,Low Pressure,2025-06-16,2025-07-23,Pending,Critical,311 App,43.58479333745285,-116.20051601699582
SR-00488,PIPE-0071,Sewer,Downtown,Root Intrusion Report,2024-07-03,2024-07-08,Pending,Critical,311 App,43.616581853839236,-116.17605300980429
SR-00489,PIPE-0341,Sewer,North End,Odor Complaint,2024-03-30,,Pending,Medium,SCADA,43.62405877015897,-116.20352588855343
SR-00490,PIPE-0224,Water,West Boise,Water Main Break,2024-01-06,2024-02-12,Resolved,Low,SCADA,43.65032582765602,-116.25592701295892
SR-00491,PIPE-0469,Stormwater,Southeast,Erosion Report,2024-04-30,2024-05-30,In Review,Low,Phone,43.56422111100175,-116.2004596137225
SR-00492,PIPE-0286,Stormwater,Downtown,Culvert Blockage,2024-03-17,,Resolved,High,311 App,43.617989206685806,-116.20480111751071
SR-00493,PIPE-0472,Sewer,Southwest,Manhole Overflow,2025-03-22,,Resolved,Critical,Web Form,43.567694907059064,-116.28770920746251
SR-00494,PIPE-0104,Water,Downtown,No Water,2025-12-25,2026-01-11,In Review,High,Web Form,43.62766499132311,-116.19821105683448
SR-00495,PIPE-0388,Sewer,East Bench,Slow Drain,2025-11-28,,Resolved,High,SCADA,43.595354009165106,-116.16876132381978
SR-00496,PIPE-0131,Stormwater,West Boise,Erosion Report,2024-05-24,,Pending,Low,311 App,43.65576838775415,-116.33701887584068
SR-00497,PIPE-0255,Sewer,Southeast,Slow Drain,2024-08-12,2024-09-03,Pending,Low,SCADA,43.5848857082778,-116.17367587677789
SR-00498,PIPE-0207,Sewer,Downtown,Manhole Overflow,2025-04-26,2025-05-29,In Review,High,Web Form,43.614859227463796,-116.21438316237219
SR-00499,PIPE-0357,Stormwater,Southeast,Erosion Report,2025-06-13,,In Review,Critical,Phone,43.58862235785485,-116.19802525680007
SR-00500,PIPE-0278,Sewer,North End,Sewer Backup,2025-07-09,2025-08-02,Pending,Low,311 App,43.65828020473335,-116.22822811542265
SR-00501,PIPE-0458,Sewer,North End,Root Intrusion Report,2024-03-01,,Pending,Low,Phone,43.681375362022635,-116.20457636568048
SR-00502,PIPE-0043,Water,Downtown,Discolored Water,2025-11-03,,Pending,Low,311 App,43.60830647269949,-116.22109034893074
SR-00503,PIPE-0439,Water,Downtown,Hydrant Issue,2025-03-27,,Resolved,Medium,311 App,43.604085312175464,-116.20137747930713
SR-00504,PIPE-0409,Water,East Bench,Leak Report,2024-11-17,2024-11-18,Pending,Low,Web Form,43.595903097513414,-116.14292408478131
SR-00505,PIPE-0363,Water,Southwest,Hydrant Issue,2025-10-23,,In Review,Critical,SCADA,43.543153392313336,-116.29584566260584
SR-00506,PIPE-0328,Stormwater,East Bench,Culvert Blockage,2025-02-26,,Pending,High,SCADA,43.59895196442996,-116.17534632158767
SR-00507,PIPE-0426,Water,Downtown,Discolored Water,2025-10-01,2025-11-03,Pending,Medium,Web Form,43.62724374716098,-116.20481543016014
SR-00508,PIPE-0237,Water,Southeast,Water Main Break,2024-03-13,,Resolved,Medium,Web Form,43.58966273278622,-116.19934404866068
SR-00509,PIPE-0263,Sewer,West Boise,Slow Drain,2025-12-02,,Pending,Medium,Web Form,43.65475140158105,-116.31596692834651
SR-00510,PIPE-0316,Water,Southwest,Discolored Water,2024-09-04,,Pending,Low,SCADA,43.58493817680934,-116.22114194561571
SR-00511,PIPE-0223,Sewer,Downtown,Root Intrusion Report,2025-03-15,2025-04-22,Resolved,High,Web Form,43.615143795757945,-116.17954548070708
SR-00512,PIPE-0248,Sewer,West Boise,Manhole Overflow,2024-06-30,,Pending,High,SCADA,43.64061201800114,-116.25451223151947
SR-00513,PIPE-0027,Water,Downtown,Water Main Break,2024-02-24,2024-03-24,In Review,Low,SCADA,43.614420424336465,-116.21952050148441
SR-00514,PIPE-0194,Water,Downtown,Discolored Water,2025-01-07,2025-01-18,In Review,Medium,311 App,43.61477426648051,-116.21212263138936
SR-00515,PIPE-0341,Sewer,North End,Slow Drain,2024-11-28,,In Review,High,311 App,43.626664329647724,-116.20503664635666
SR-00516,PIPE-0084,Water,Southwest,Leak Report,2024-04-12,2024-04-19,In Review,Critical,311 App,43.58778610807688,-116.24989028773203
SR-00517,PIPE-0043,Water,Downtown,No Water,2024-10-29,2024-11-27,Pending,Low,Phone,43.60600376035649,-116.22190482797008
SR-00518,PIPE-0178,Water,Downtown,Water Main Break,2025-01-14,2025-02-04,In Review,Low,Phone,43.61880184356835,-116.17444012475316
SR-00519,PIPE-0200,Water,Downtown,Hydrant Issue,2024-07-05,2024-07-26,Pending,Low,311 App,43.61357363470805,-116.21055027695634
SR-00520,PIPE-0273,Water,West Boise,Low Pressure,2024-02-21,,Pending,Medium,Phone,43.63696602239485,-116.25883990191011
SR-00521,PIPE-0336,Stormwater,Downtown,Standing Water,2025-12-03,2025-12-20,In Review,High,311 App,43.5997522467459,-116.20044169645274
SR-00522,PIPE-0339,Sewer,Southeast,Manhole Overflow,2024-04-12,2024-04-25,Pending,Low,Web Form,43.568474187959886,-116.19964045123237
SR-00523,PIPE-0324,Water,West Boise,Low Pressure,2024-01-29,2024-03-12,Resolved,Low,SCADA,43.63511138250462,-116.31514284631234
SR-00524,PIPE-0017,Sewer,North End,Manhole Overflow,2024-11-07,2024-11-08,In Review,Low,311 App,43.656126736601955,-116.20308477397293
SR-00525,PIPE-0464,Stormwater,North End,Culvert Blockage,2024-08-07,2024-09-09,In Review,High,311 App,43.65598403460427,-116.18418643242494
SR-00526,PIPE-0310,Stormwater,East Bench,Erosion Report,2024-04-06,2024-05-18,In Review,Medium,Web Form,43.599345432696104,-116.17399982895721
SR-00527,PIPE-0463,Stormwater,Southwest,Street Flooding,2025-12-03,2025-12-13,Pending,Critical,311 App,43.56971503065477,-116.30826877169027
SR-00528,PIPE-0396,Sewer,Southwest,Sewer Backup,2025-08-14,,Pending,Critical,311 App,43.57121475097498,-116.2423095704468
SR-00529,PIPE-0341,Sewer,North End,Manhole Overflow,2024-09-26,,Pending,High,Phone,43.62686662578254,-116.20361133338709
SR-00530,PIPE-0169,Water,Southwest,Hydrant Issue,2025-08-06,2025-08-26,In Review,High,Phone,43.59198704478034,-116.23190747797504
SR-00531,PIPE-0057,Sewer,Downtown,Sewer Backup,2024-06-09,,Resolved,Medium,Web Form,43.61833876907262,-116.19531448585685
SR-00532,PIPE-0100,Water,Southwest,Discolored Water,2025-01-23,,Pending,Medium,Web Form,43.57642707145772,-116.25454004434923
SR-00533,PIPE-0273,Water,West Boise,Hydrant Issue,2024-03-03,2024-04-15,In Review,Medium,Phone,43.6364971073002,-116.25899713892237
SR-00534,PIPE-0010,Water,North End,Low Pressure,2024-03-12,,In Review,Low,SCADA,43.67899672104683,-116.17769542060006
SR-00535,PIPE-0222,Sewer,East Bench,Root Intrusion Report,2025-10-14,2025-11-18,Pending,High,Phone,43.61335977797149,-116.17345440620473
SR-00536,PIPE-0129,Water,Downtown,Discolored Water,2025-01-28,2025-02-12,In Review,Low,Web Form,43.61020553885455,-116.17566195306308
SR-00537,PIPE-0142,Stormwater,West Boise,Culvert Blockage,2025-04-12,,In Review,Critical,Web Form,43.623827839461974,-116.33522618498867
SR-00538,PIPE-0063,Stormwater,Downtown,Erosion Report,2025-08-30,2025-09-27,Resolved,Critical,311 App,43.60675778067831,-116.20468234299183
SR-00539,PIPE-0356,Sewer,Southeast,Manhole Overflow,2024-07-02,2024-08-16,Pending,High,Web Form,43.59508264300783,-116.20168904926611
SR-00540,PIPE-0228,Sewer,Downtown,Root Intrusion Report,2025-04-19,2025-06-03,Resolved,Low,SCADA,43.61462713775333,-116.21879538758563
SR-00541,PIPE-0190,Stormwater,Southeast,Street Flooding,2024-08-19,2024-09-24,Resolved,Medium,SCADA,43.59007569615023,-116.19019500603905
SR-00542,PIPE-0352,Sewer,Southwest,Sewer Backup,2025-09-14,2025-09-25,Pending,Low,SCADA,43.58746715759743,-116.23046341818339
SR-00543,PIPE-0042,Sewer,Southwest,Sewer Backup,2025-03-20,,In Review,Critical,Phone,43.57468712219034,-116.29672073701171
SR-00544,PIPE-0060,Sewer,West Boise,Slow Drain,2025-08-25,2025-10-01,In Review,Critical,Phone,43.63709591083678,-116.2962902145017
SR-00545,PIPE-0043,Water,Downtown,Discolored Water,2024-02-15,2024-03-08,Pending,Medium,311 App,43.60752095559153,-116.22049824915503
SR-00546,PIPE-0103,Stormwater,Downtown,Clogged Drain,2025-06-04,2025-07-05,In Review,High,Web Form,43.61044577971346,-116.20452503303711
SR-00547,PIPE-0079,Sewer,Downtown,Manhole Overflow,2024-04-08,2024-04-17,In Review,Critical,Phone,43.59800487661523,-116.19839647095421
SR-00548,PIPE-0278,Sewer,North End,Manhole Overflow,2024-10-28,2024-12-08,Resolved,Medium,311 App,43.65614284808661,-116.23089030276898
SR-00549,PIPE-0127,Water,Downtown,No Water,2024-10-12,2024-10-21,In Review,Low,311 App,43.61414084072512,-116.18559905473768
SR-00550,PIPE-0460,Stormwater,East Bench,Street Flooding,2025-09-08,2025-10-23,In Review,Medium,311 App,43.57851032269109,-116.17446382453419
SR-00551,PIPE-0410,Water,Southeast,Discolored Water,2024-10-10,2024-11-24,Resolved,Medium,Phone,43.54200175807854,-116.19624489191249
SR-00552,PIPE-0441,Stormwater,West Boise,Clogged Drain,2024-05-10,2024-05-17,Pending,Medium,311 App,43.644574044589305,-116.28404578377977
SR-00553,PIPE-0387,Stormwater,Downtown,Street Flooding,2025-03-03,,Pending,High,SCADA,43.61419116580781,-116.17427127227234
SR-00554,PIPE-0206,Stormwater,West Boise,Clogged Drain,2024-12-18,2025-01-26,Pending,Critical,SCADA,43.641359435699876,-116.31252562654112
SR-00555,PIPE-0117,Water,North End,Low Pressure,2025-07-04,,In Review,Low,Phone,43.639763673383904,-116.17631536462164
SR-00556,PIPE-0362,Sewer,Downtown,Slow Drain,2025-12-03,2025-12-08,Pending,Critical,311 App,43.60855940242079,-116.20028951458484
SR-00557,PIPE-0280,Water,Downtown,Low Pressure,2025-06-27,,Pending,Medium,Web Form,43.59826752333701,-116.18913860250689
SR-00558,PIPE-0401,Sewer,North End,Manhole Overflow,2025-08-04,,Resolved,Critical,SCADA,43.666219968418744,-116.20894849166086
SR-00559,PIPE-0258,Stormwater,East Bench,Standing Water,2025-01-12,2025-02-08,Pending,Low,SCADA,43.6097104715258,-116.1466179951095
SR-00560,PIPE-0099,Sewer,North End,Odor Complaint,2025-08-07,2025-09-02,Pending,Low,Web Form,43.64396585408446,-116.19317478831162
SR-00561,PIPE-0326,Water,Southwest,Leak Report,2024-11-03,2024-12-02,Pending,Medium,Web Form,43.583036636642994,-116.27844374194201
SR-00562,PIPE-0494,Stormwater,Southwest,Erosion Report,2025-03-02,,In Review,Critical,Phone,43.55498446135609,-116.23221509691506
SR-00563,PIPE-0084,Water,Southwest,Low Pressure,2024-05-17,2024-05-25,Pending,Medium,Web Form,43.58624776857524,-116.25099325735923
SR-00564,PIPE-0396,Sewer,Southwest,Odor Complaint,2024-12-17,2025-01-22,Pending,Medium,311 App,43.573636711208664,-116.24045639856787
SR-00565,PIPE-0048,Water,Southeast,Hydrant Issue,2024-02-10,2024-03-13,In Review,Low,SCADA,43.56742207563113,-116.18635759167825
SR-00566,PIPE-0319,Stormwater,Downtown,Culvert Blockage,2025-12-29,,In Review,Critical,Web Form,43.61207341255882,-116.18842117752973
SR-00567,PIPE-0053,Water,West Boise,Leak Report,2024-05-17,2024-06-05,Resolved,High,311 App,43.63954368201648,-116.31675559913346
SR-00568,PIPE-0273,Water,West Boise,No Water,2024-07-26,2024-07-29,Resolved,Low,311 App,43.63616562332852,-116.25876462261819
SR-00569,PIPE-0302,Water,West Boise,No Water,2025-05-26,2025-06-19,Pending,High,SCADA,43.61511744807529,-116.26710138277708
SR-00570,PIPE-0102,Sewer,Southeast,Odor Complaint,2025-11-22,,Pending,Critical,Web Form,43.59588698276198,-116.19822903433736
SR-00571,PIPE-0311,Stormwater,Southwest,Clogged Drain,2024-12-09,2025-01-02,Pending,High,SCADA,43.588054512820754,-116.23926058194682
SR-00572,PIPE-0218,Sewer,North End,Sewer Backup,2025-08-31,2025-09-25,Pending,Medium,Web Form,43.62450589263675,-116.20175166721275
SR-00573,PIPE-0384,Water,Downtown,Hydrant Issue,2024-01-23,2024-01-24,Pending,High,311 App,43.61459106379049,-116.17625854090569
SR-00574,PIPE-0373,Water,Downtown,Water Main Break,2024-05-26,,In Review,Critical,SCADA,43.60643734820998,-116.22021326285059
SR-00575,PIPE-0292,Stormwater,Downtown,Erosion Report,2024-09-02,,Resolved,Medium,Web Form,43.61743467855398,-116.21964599472322
SR-00576,PIPE-0247,Stormwater,West Boise,Street Flooding,2024-07-04,2024-07-23,In Review,High,Phone,43.609756249495526,-116.31669895751054
SR-00577,PIPE-0158,Sewer,Downtown,Odor Complaint,2024-04-29,,Pending,Medium,311 App,43.61577022072239,-116.22034940301717
SR-00578,PIPE-0330,Sewer,Southeast,Sewer Backup,2025-04-13,,Resolved,Low,SCADA,43.55732258672461,-116.18578019344865
SR-00579,PIPE-0466,Stormwater,Southeast,Erosion Report,2024-05-25,2024-05-31,In Review,Critical,311 App,43.54166460096635,-116.19977207445261
SR-00580,PIPE-0457,Stormwater,Southeast,Erosion Report,2024-08-02,2024-09-14,In Review,Medium,SCADA,43.57899672058183,-116.18737605619843
SR-00581,PIPE-0194,Water,Downtown,No Water,2024-09-30,2024-11-11,Pending,Low,311 App,43.61438688034207,-116.21171473674737
SR-00582,PIPE-0004,Sewer,Downtown,Sewer Backup,2025-10-25,2025-12-08,In Review,Critical,Web Form,43.610412248322184,-116.17529357684411
SR-00583,PIPE-0403,Sewer,Southwest,Root Intrusion Report,2025-03-31,2025-04-09,Pending,Critical,Web Form,43.57711695053781,-116.27734408319294
SR-00584,PIPE-0494,Stormwater,Southwest,Street Flooding,2024-10-12,2024-11-23,In Review,High,Phone,43.55642468559382,-116.22900328389164
SR-00585,PIPE-0375,Water,Southwest,Hydrant Issue,2025-01-11,,In Review,Low,311 App,43.58562726897456,-116.23454506774581
