monitor_id,segment_id,system_type,year,month,avg_flow_pct,peak_flow_pct,measurement_type
MON-SEW-01468-2025-04,SEW-01468,Wastewater,2025,4,39.4,69.0,Flow
MON-SEW-01468-2025-05,SEW-01468,Wastewater,2025,5,46.7,64.6,Flow
MON-SEW-01468-2025-06,SEW-01468,Wastewater,2025,6,35.5,61.3,Flow
MON-SEW-01468-2025-07,SEW-01468,Wastewater,2025,7,39.9,67.6,Flow
MON-SEW-01468-2025-08,SEW-01468,Wastewater,2025,8,45.6,77.0,Flow
MON-SEW-01468-2025-09,SEW-01468,Wastewater,2025,9,45.4,66.4,Flow
MON-SEW-01468-2025-10,SEW-01468,Wastewater,2025,10,40.2,55.1,Flow
MON-SEW-01468-2025-11,SEW-01468,Wastewater,2025,11,45.3,59.9,Flow
MON-SEW-01468-2025-12,SEW-01468,Wastewater,2025,12,55.1,88.2,Flow
MON-SEW-03950-2025-01,SEW-03950,Wastewater,2025,1,92.3,139.2,Flow
MON-SEW-03950-2025-02,SEW-03950,Wastewater,2025,2,71.9,120.0,Flow
MON-SEW-03950-2025-03,SEW-03950,Wastewater,2025,3,82.1,121.9,Flow
MON-SEW-03950-2025-04,SEW-03950,Wastewater,2025,4,76.2,129.5,Flow
MON-SEW-03950-2025-05,SEW-03950,Wastewater,2025,5,73.5,94.1,Flow
MON-SEW-03950-2025-06,SEW-03950,Wastewater,2025,6,72.1,103.9,Flow
MON-SEW-03950-2025-07,SEW-03950,Wastewater,2025,7,75.8,108.9,Flow
MON-SEW-03950-2025-08,SEW-03950,Wastewater,2025,8,67.6,101.3,Flow
MON-SEW-03950-2025-09,SEW-03950,Wastewater,2025,9,70.5,93.0,Flow
MON-SEW-03950-2025-10,SEW-03950,Wastewater,2025,10,72.2,91.0,Flow
MON-SEW-03950-2025-11,SEW-03950,Wastewater,2025,11,84.7,141.0,Flow
MON-SEW-03950-2025-12,SEW-03950,Wastewater,2025,12,81.1,145.8,Flow
MON-SEW-00175-2025-01,SEW-00175,Wastewater,2025,1,113.8,150.0,Flow
MON-SEW-00175-2025-02,SEW-00175,Wastewater,2025,2,120.0,150.0,Flow
MON-SEW-00175-2025-03,SEW-00175,Wastewater,2025,3,100.0,135.1,Flow
MON-SEW-00175-2025-04,SEW-00175,Wastewater,2025,4,112.5,150.0,Flow
MON-SEW-00175-2025-05,SEW-00175,Wastewater,2025,5,82.9,103.5,Flow
MON-SEW-00175-2025-06,SEW-00175,Wastewater,2025,6,85.2,109.2,Flow
MON-SEW-00175-2025-07,SEW-00175,Wastewater,2025,7,92.4,116.2,Flow
MON-SEW-00175-2025-08,SEW-00175,Wastewater,2025,8,93.9,150.0,Flow
MON-SEW-00175-2025-09,SEW-00175,Wastewater,2025,9,86.8,139.3,Flow
MON-SEW-00175-2025-10,SEW-00175,Wastewater,2025,10,84.9,140.1,Flow
MON-SEW-00175-2025-11,SEW-00175,Wastewater,2025,11,96.1,150.0,Flow
MON-SEW-00175-2025-12,SEW-00175,Wastewater,2025,12,99.8,150.0,Flow
MON-SEW-00394-2025-01,SEW-00394,Wastewater,2025,1,42.3,52.4,Flow
MON-SEW-00394-2025-02,SEW-00394,Wastewater,2025,2,40.7,65.0,Flow
MON-SEW-00394-2025-03,SEW-00394,Wastewater,2025,3,35.8,50.7,Flow
MON-SEW-00394-2025-04,SEW-00394,Wastewater,2025,4,33.4,52.1,Flow
MON-SEW-00394-2025-05,SEW-00394,Wastewater,2025,5,32.6,57.1,Flow
MON-SEW-00394-2025-06,SEW-00394,Wastewater,2025,6,36.6,62.6,Flow
MON-SEW-00394-2025-07,SEW-00394,Wastewater,2025,7,34.2,59.2,Flow
MON-SEW-00394-2025-08,SEW-00394,Wastewater,2025,8,38.3,59.9,Flow
MON-SEW-00394-2025-09,SEW-00394,Wastewater,2025,9,41.5,66.5,Flow
MON-SEW-00394-2025-10,SEW-00394,Wastewater,2025,10,40.0,52.1,Flow
MON-SEW-00394-2025-11,SEW-00394,Wastewater,2025,11,40.5,57.4,Flow
MON-SEW-00394-2025-12,SEW-00394,Wastewater,2025,12,44.8,61.3,Flow
MON-SEW-03722-2025-01,SEW-03722,Wastewater,2025,1,90.1,114.8,Flow
MON-SEW-03722-2025-02,SEW-03722,Wastewater,2025,2,87.5,123.3,Flow
MON-SEW-03722-2025-03,SEW-03722,Wastewater,2025,3,95.1,150.0,Flow
MON-SEW-03722-2025-04,SEW-03722,Wastewater,2025,4,97.1,150.0,Flow
MON-SEW-03722-2025-05,SEW-03722,Wastewater,2025,5,78.1,106.0,Flow
MON-SEW-03722-2025-06,SEW-03722,Wastewater,2025,6,74.1,117.7,Flow
MON-SEW-03722-2025-07,SEW-03722,Wastewater,2025,7,69.3,122.2,Flow
MON-SEW-03722-2025-08,SEW-03722,Wastewater,2025,8,66.4,114.1,Flow
MON-SEW-03722-2025-09,SEW-03722,Wastewater,2025,9,72.7,90.2,Flow
MON-SEW-03722-2025-10,SEW-03722,Wastewater,2025,10,80.9,108.0,Flow
MON-SEW-03722-2025-11,SEW-03722,Wastewater,2025,11,94.1,150.0,Flow
MON-SEW-03722-2025-12,SEW-03722,Wastewater,2025,12,96.3,130.8,Flow
MON-SEW-03714-2025-01,SEW-03714,Wastewater,2025,1,28.5,46.9,Flow
MON-SEW-03714-2025-02,SEW-03714,Wastewater,2025,2,29.3,52.5,Flow
MON-SEW-03714-2025-03,SEW-03714,Wastewater,2025,3,28.1,37.6,Flow
MON-SEW-03714-2025-04,SEW-03714,Wastewater,2025,4,26.1,43.2,Flow
MON-SEW-03714-2025-05,SEW-03714,Wastewater,2025,5,24.5,33.1,Flow
MON-SEW-03714-2025-06,SEW-03714,Wastewater,2025,6,26.7,46.1,Flow
MON-SEW-03714-2025-07,SEW-03714,Wastewater,2025,7,23.7,30.6,Flow
MON-SEW-03714-2025-08,SEW-03714,Wastewater,2025,8,24.5,34.5,Flow
MON-SEW-03714-2025-09,SEW-03714,Wastewater,2025,9,26.7,47.7,Flow
MON-SEW-03714-2025-10,SEW-03714,Wastewater,2025,10,29.9,37.6,Flow
MON-SEW-03714-2025-11,SEW-03714,Wastewater,2025,11,28.0,46.9,Flow
MON-SEW-03714-2025-12,SEW-03714,Wastewater,2025,12,31.9,56.3,Flow
MON-SEW-00316-2025-01,SEW-00316,Wastewater,2025,1,55.1,72.7,Flow
MON-SEW-00316-2025-02,SEW-00316,Wastewater,2025,2,57.1,97.1,Flow
MON-SEW-00316-2025-03,SEW-00316,Wastewater,2025,3,62.3,77.5,Flow
MON-SEW-00316-2025-04,SEW-00316,Wastewater,2025,4,47.5,71.1,Flow
MON-SEW-00316-2025-05,SEW-00316,Wastewater,2025,5,48.6,83.8,Flow
MON-SEW-00316-2025-06,SEW-00316,Wastewater,2025,6,49.5,85.0,Flow
MON-SEW-00316-2025-07,SEW-00316,Wastewater,2025,7,43.5,72.1,Flow
MON-SEW-00316-2025-08,SEW-00316,Wastewater,2025,8,42.3,67.1,Flow
MON-SEW-00316-2025-09,SEW-00316,Wastewater,2025,9,44.3,68.4,Flow
MON-SEW-00316-2025-10,SEW-00316,Wastewater,2025,10,54.3,67.6,Flow
MON-SEW-00316-2025-11,SEW-00316,Wastewater,2025,11,54.6,91.5,Flow
MON-SEW-00316-2025-12,SEW-00316,Wastewater,2025,12,49.0,63.2,Flow
MON-SEW-03329-2025-01,SEW-03329,Wastewater,2025,1,54.0,93.0,Flow
MON-SEW-03329-2025-02,SEW-03329,Wastewater,2025,2,43.6,53.3,Flow
MON-SEW-03329-2025-03,SEW-03329,Wastewater,2025,3,44.6,76.5,Flow
MON-SEW-03329-2025-04,SEW-03329,Wastewater,2025,4,47.9,64.1,Flow
MON-SEW-03329-2025-05,SEW-03329,Wastewater,2025,5,43.8,76.7,Flow
MON-SEW-03329-2025-06,SEW-03329,Wastewater,2025,6,47.5,64.5,Flow
MON-SEW-03329-2025-07,SEW-03329,Wastewater,2025,7,44.3,65.3,Flow
MON-SEW-03329-2025-08,SEW-03329,Wastewater,2025,8,38.5,52.6,Flow
MON-SEW-03329-2025-09,SEW-03329,Wastewater,2025,9,45.1,67.1,Flow
MON-SEW-03329-2025-10,SEW-03329,Wastewater,2025,10,40.6,72.2,Flow
MON-SEW-03329-2025-11,SEW-03329,Wastewater,2025,11,45.0,75.9,Flow
MON-SEW-03329-2025-12,SEW-03329,Wastewater,2025,12,50.8,69.6,Flow
MON-SEW-01449-2025-01,SEW-01449,Wastewater,2025,1,86.8,132.1,Flow
MON-SEW-01449-2025-02,SEW-01449,Wastewater,2025,2,80.5,108.1,Flow
MON-SEW-01449-2025-03,SEW-01449,Wastewater,2025,3,73.2,89.8,Flow
MON-SEW-01449-2025-04,SEW-01449,Wastewater,2025,4,59.5,76.7,Flow
MON-SEW-01449-2025-05,SEW-01449,Wastewater,2025,5,64.2,104.4,Flow
MON-SEW-01449-2025-06,SEW-01449,Wastewater,2025,6,67.9,119.2,Flow
MON-SEW-01449-2025-07,SEW-01449,Wastewater,2025,7,54.2,93.8,Flow
MON-SEW-01449-2025-08,SEW-01449,Wastewater,2025,8,59.7,105.4,Flow
MON-SEW-01449-2025-09,SEW-01449,Wastewater,2025,9,57.9,102.8,Flow
MON-SEW-01449-2025-10,SEW-01449,Wastewater,2025,10,65.8,99.0,Flow
MON-SEW-01449-2025-11,SEW-01449,Wastewater,2025,11,77.1,124.9,Flow
MON-SEW-01449-2025-12,SEW-01449,Wastewater,2025,12,70.2,102.2,Flow
MON-SEW-00218-2025-01,SEW-00218,Wastewater,2025,1,112.6,138.3,Flow
MON-SEW-00218-2025-02,SEW-00218,Wastewater,2025,2,91.2,150.0,Flow
MON-SEW-00218-2025-03,SEW-00218,Wastewater,2025,3,93.3,150.0,Flow
MON-SEW-00218-2025-04,SEW-00218,Wastewater,2025,4,78.7,120.1,Flow
MON-SEW-00218-2025-05,SEW-00218,Wastewater,2025,5,90.2,146.3,Flow
MON-SEW-00218-2025-06,SEW-00218,Wastewater,2025,6,74.4,122.9,Flow
MON-SEW-00218-2025-07,SEW-00218,Wastewater,2025,7,78.6,113.9,Flow
MON-SEW-00218-2025-08,SEW-00218,Wastewater,2025,8,84.7,139.2,Flow
MON-SEW-00218-2025-09,SEW-00218,Wastewater,2025,9,85.0,137.2,Flow
MON-SEW-00218-2025-10,SEW-00218,Wastewater,2025,10,83.1,116.9,Flow
MON-SEW-00218-2025-11,SEW-00218,Wastewater,2025,11,104.6,137.5,Flow
MON-SEW-00218-2025-12,SEW-00218,Wastewater,2025,12,112.5,150.0,Flow
MON-SEW-03079-2025-01,SEW-03079,Wastewater,2025,1,99.7,149.9,Flow
MON-SEW-03079-2025-02,SEW-03079,Wastewater,2025,2,120.0,147.2,Flow
MON-SEW-03079-2025-03,SEW-03079,Wastewater,2025,3,87.7,150.0,Flow
MON-SEW-03079-2025-04,SEW-03079,Wastewater,2025,4,84.6,101.9,Flow
MON-SEW-03079-2025-05,SEW-03079,Wastewater,2025,5,84.7,124.1,Flow
MON-SEW-03079-2025-06,SEW-03079,Wastewater,2025,6,74.9,113.4,Flow
MON-SEW-03079-2025-07,SEW-03079,Wastewater,2025,7,90.1,150.0,Flow
MON-SEW-03079-2025-08,SEW-03079,Wastewater,2025,8,95.5,150.0,Flow
MON-SEW-03079-2025-09,SEW-03079,Wastewater,2025,9,97.1,150.0,Flow
MON-SEW-03079-2025-10,SEW-03079,Wastewater,2025,10,99.9,150.0,Flow
MON-SEW-03079-2025-11,SEW-03079,Wastewater,2025,11,98.7,134.3,Flow
MON-SEW-03079-2025-12,SEW-03079,Wastewater,2025,12,92.2,138.8,Flow
MON-SEW-03174-2025-01,SEW-03174,Wastewater,2025,1,90.3,139.2,Flow
MON-SEW-03174-2025-02,SEW-03174,Wastewater,2025,2,88.8,150.0,Flow
MON-SEW-03174-2025-03,SEW-03174,Wastewater,2025,3,66.8,110.5,Flow
MON-SEW-03174-2025-04,SEW-03174,Wastewater,2025,4,76.1,116.7,Flow
MON-SEW-03174-2025-05,SEW-03174,Wastewater,2025,5,65.1,111.4,Flow
MON-SEW-03174-2025-06,SEW-03174,Wastewater,2025,6,64.3,104.8,Flow
MON-SEW-03174-2025-07,SEW-03174,Wastewater,2025,7,60.9,79.7,Flow
MON-SEW-03174-2025-08,SEW-03174,Wastewater,2025,8,69.3,119.1,Flow
MON-SEW-03174-2025-09,SEW-03174,Wastewater,2025,9,65.4,106.7,Flow
MON-SEW-03174-2025-10,SEW-03174,Wastewater,2025,10,81.4,99.3,Flow
MON-SEW-03174-2025-11,SEW-03174,Wastewater,2025,11,85.6,113.0,Flow
MON-SEW-03174-2025-12,SEW-03174,Wastewater,2025,12,79.4,112.3,Flow
MON-SEW-03855-2025-01,SEW-03855,Wastewater,2025,1,36.9,52.2,Flow
MON-SEW-03855-2025-02,SEW-03855,Wastewater,2025,2,35.8,43.7,Flow
MON-SEW-03855-2025-03,SEW-03855,Wastewater,2025,3,35.8,53.1,Flow
MON-SEW-03855-2025-04,SEW-03855,Wastewater,2025,4,37.4,51.4,Flow
MON-SEW-03855-2025-05,SEW-03855,Wastewater,2025,5,37.5,60.5,Flow
MON-SEW-03855-2025-06,SEW-03855,Wastewater,2025,6,35.7,50.6,Flow
MON-SEW-03855-2025-07,SEW-03855,Wastewater,2025,7,32.6,53.0,Flow
MON-SEW-03855-2025-08,SEW-03855,Wastewater,2025,8,31.4,45.1,Flow
MON-SEW-03855-2025-09,SEW-03855,Wastewater,2025,9,39.3,54.3,Flow
MON-SEW-03855-2025-10,SEW-03855,Wastewater,2025,10,35.0,42.3,Flow
MON-SEW-03855-2025-11,SEW-03855,Wastewater,2025,11,37.6,66.2,Flow
MON-SEW-03855-2025-12,SEW-03855,Wastewater,2025,12,43.0,57.4,Flow
MON-SEW-01035-2025-01,SEW-01035,Wastewater,2025,1,93.9,148.9,Flow
MON-SEW-01035-2025-02,SEW-01035,Wastewater,2025,2,96.1,150.0,Flow
MON-SEW-01035-2025-03,SEW-01035,Wastewater,2025,3,79.1,97.7,Flow
MON-SEW-01035-2025-04,SEW-01035,Wastewater,2025,4,79.1,126.9,Flow
MON-SEW-01035-2025-05,SEW-01035,Wastewater,2025,5,79.7,134.5,Flow
MON-SEW-01035-2025-06,SEW-01035,Wastewater,2025,6,77.3,94.5,Flow
MON-SEW-01035-2025-07,SEW-01035,Wastewater,2025,7,78.9,115.9,Flow
MON-SEW-01035-2025-08,SEW-01035,Wastewater,2025,8,68.2,92.7,Flow
MON-SEW-01035-2025-09,SEW-01035,Wastewater,2025,9,83.1,135.5,Flow
MON-SEW-01035-2025-10,SEW-01035,Wastewater,2025,10,90.6,115.5,Flow
MON-SEW-01035-2025-11,SEW-01035,Wastewater,2025,11,79.7,140.6,Flow
MON-SEW-01035-2025-12,SEW-01035,Wastewater,2025,12,97.8,150.0,Flow
MON-SEW-04094-2025-01,SEW-04094,Wastewater,2025,1,72.5,128.4,Flow
MON-SEW-04094-2025-02,SEW-04094,Wastewater,2025,2,74.9,122.2,Flow
MON-SEW-04094-2025-03,SEW-04094,Wastewater,2025,3,72.2,127.8,Flow
MON-SEW-04094-2025-04,SEW-04094,Wastewater,2025,4,68.0,111.7,Flow
MON-SEW-04094-2025-05,SEW-04094,Wastewater,2025,5,51.9,86.8,Flow
MON-SEW-04094-2025-06,SEW-04094,Wastewater,2025,6,59.5,104.5,Flow
MON-SEW-04094-2025-07,SEW-04094,Wastewater,2025,7,49.8,78.1,Flow
MON-SEW-04094-2025-08,SEW-04094,Wastewater,2025,8,58.0,100.1,Flow
MON-SEW-04094-2025-09,SEW-04094,Wastewater,2025,9,51.0,67.0,Flow
MON-SEW-04094-2025-10,SEW-04094,Wastewater,2025,10,53.6,92.7,Flow
MON-SEW-04094-2025-11,SEW-04094,Wastewater,2025,11,72.6,114.8,Flow
MON-SEW-04094-2025-12,SEW-04094,Wastewater,2025,12,62.4,103.3,Flow
MON-SEW-01423-2025-01,SEW-01423,Wastewater,2025,1,73.9,114.5,Flow
MON-SEW-01423-2025-02,SEW-01423,Wastewater,2025,2,74.0,117.3,Flow
MON-SEW-01423-2025-03,SEW-01423,Wastewater,2025,3,80.9,132.2,Flow
MON-SEW-01423-2025-04,SEW-01423,Wastewater,2025,4,83.3,133.8,Flow
MON-SEW-01423-2025-05,SEW-01423,Wastewater,2025,5,76.5,122.6,Flow
MON-SEW-01423-2025-06,SEW-01423,Wastewater,2025,6,62.5,108.5,Flow
MON-SEW-01423-2025-07,SEW-01423,Wastewater,2025,7,67.8,118.5,Flow
MON-SEW-01423-2025-08,SEW-01423,Wastewater,2025,8,64.7,94.2,Flow
MON-SEW-01423-2025-09,SEW-01423,Wastewater,2025,9,66.6,119.3,Flow
MON-SEW-01423-2025-10,SEW-01423,Wastewater,2025,10,84.6,125.7,Flow
MON-SEW-01423-2025-11,SEW-01423,Wastewater,2025,11,75.1,123.7,Flow
MON-SEW-01423-2025-12,SEW-01423,Wastewater,2025,12,77.1,114.5,Flow
MON-SEW-03127-2025-01,SEW-03127,Wastewater,2025,1,66.5,115.2,Flow
MON-SEW-03127-2025-02,SEW-03127,Wastewater,2025,2,63.0,76.6,Flow
MON-SEW-03127-2025-03,SEW-03127,Wastewater,2025,3,72.7,108.8,Flow
MON-SEW-03127-2025-04,SEW-03127,Wastewater,2025,4,64.9,80.0,Flow
MON-SEW-03127-2025-05,SEW-03127,Wastewater,2025,5,51.5,87.8,Flow
MON-SEW-03127-2025-06,SEW-03127,Wastewater,2025,6,59.6,86.5,Flow
MON-SEW-03127-2025-07,SEW-03127,Wastewater,2025,7,49.3,66.1,Flow
MON-SEW-03127-2025-08,SEW-03127,Wastewater,2025,8,61.4,106.8,Flow
MON-SEW-03127-2025-09,SEW-03127,Wastewater,2025,9,62.5,111.0,Flow
MON-SEW-03127-2025-10,SEW-03127,Wastewater,2025,10,60.3,79.2,Flow
MON-SEW-03127-2025-11,SEW-03127,Wastewater,2025,11,75.3,99.0,Flow
MON-SEW-03127-2025-12,SEW-03127,Wastewater,2025,12,64.3,110.1,Flow
MON-SEW-01875-2025-01,SEW-01875,Wastewater,2025,1,50.7,65.8,Flow
MON-SEW-01875-2025-02,SEW-01875,Wastewater,2025,2,52.5,88.8,Flow
MON-SEW-01875-2025-03,SEW-01875,Wastewater,2025,3,43.2,54.3,Flow
MON-SEW-01875-2025-04,SEW-01875,Wastewater,2025,4,47.5,74.8,Flow
MON-SEW-01875-2025-05,SEW-01875,Wastewater,2025,5,44.9,68.1,Flow
MON-SEW-01875-2025-06,SEW-01875,Wastewater,2025,6,44.3,74.1,Flow
MON-SEW-01875-2025-07,SEW-01875,Wastewater,2025,7,36.3,62.0,Flow
MON-SEW-01875-2025-08,SEW-01875,Wastewater,2025,8,35.5,60.2,Flow
MON-SEW-01875-2025-09,SEW-01875,Wastewater,2025,9,37.8,51.2,Flow
MON-SEW-01875-2025-10,SEW-01875,Wastewater,2025,10,49.9,71.9,Flow
MON-SEW-01875-2025-11,SEW-01875,Wastewater,2025,11,42.5,63.4,Flow
MON-SEW-01875-2025-12,SEW-01875,Wastewater,2025,12,50.1,63.9,Flow
MON-SEW-02183-2025-01,SEW-02183,Wastewater,2025,1,18.2,29.4,Flow
MON-SEW-02183-2025-02,SEW-02183,Wastewater,2025,2,19.6,29.3,Flow
MON-SEW-02183-2025-03,SEW-02183,Wastewater,2025,3,14.8,24.4,Flow
MON-SEW-02183-2025-04,SEW-02183,Wastewater,2025,4,16.8,30.2,Flow
MON-SEW-02183-2025-05,SEW-02183,Wastewater,2025,5,15.1,24.6,Flow
MON-SEW-02183-2025-06,SEW-02183,Wastewater,2025,6,14.1,24.6,Flow
MON-SEW-02183-2025-07,SEW-02183,Wastewater,2025,7,16.1,27.5,Flow
MON-SEW-02183-2025-08,SEW-02183,Wastewater,2025,8,13.4,20.8,Flow
MON-SEW-02183-2025-09,SEW-02183,Wastewater,2025,9,14.6,23.2,Flow
MON-SEW-02183-2025-10,SEW-02183,Wastewater,2025,10,18.7,32.8,Flow
MON-SEW-02183-2025-11,SEW-02183,Wastewater,2025,11,19.8,33.6,Flow
MON-SEW-02183-2025-12,SEW-02183,Wastewater,2025,12,16.7,24.6,Flow
MON-SEW-01363-2025-01,SEW-01363,Wastewater,2025,1,51.4,81.7,Flow
MON-SEW-01363-2025-02,SEW-01363,Wastewater,2025,2,46.2,73.3,Flow
MON-SEW-01363-2025-03,SEW-01363,Wastewater,2025,3,53.6,76.8,Flow
MON-SEW-01363-2025-04,SEW-01363,Wastewater,2025,4,44.0,60.1,Flow
MON-SEW-01363-2025-05,SEW-01363,Wastewater,2025,5,49.0,76.2,Flow
MON-SEW-01363-2025-06,SEW-01363,Wastewater,2025,6,45.7,56.3,Flow
MON-SEW-01363-2025-07,SEW-01363,Wastewater,2025,7,43.4,72.5,Flow
MON-SEW-01363-2025-08,SEW-01363,Wastewater,2025,8,42.8,62.9,Flow
MON-SEW-01363-2025-09,SEW-01363,Wastewater,2025,9,39.3,70.1,Flow
MON-SEW-01363-2025-10,SEW-01363,Wastewater,2025,10,41.4,74.2,Flow
MON-SEW-01363-2025-11,SEW-01363,Wastewater,2025,11,57.5,82.5,Flow
MON-SEW-01363-2025-12,SEW-01363,Wastewater,2025,12,45.2,55.3,Flow
MON-SEW-03214-2025-01,SEW-03214,Wastewater,2025,1,120.0,150.0,Flow
MON-SEW-03214-2025-02,SEW-03214,Wastewater,2025,2,118.5,150.0,Flow
MON-SEW-03214-2025-03,SEW-03214,Wastewater,2025,3,112.7,139.1,Flow
MON-SEW-03214-2025-04,SEW-03214,Wastewater,2025,4,87.7,150.0,Flow
MON-SEW-03214-2025-05,SEW-03214,Wastewater,2025,5,101.2,150.0,Flow
MON-SEW-03214-2025-06,SEW-03214,Wastewater,2025,6,89.0,145.8,Flow
MON-SEW-03214-2025-07,SEW-03214,Wastewater,2025,7,100.8,140.5,Flow
MON-SEW-03214-2025-08,SEW-03214,Wastewater,2025,8,90.0,150.0,Flow
MON-SEW-03214-2025-09,SEW-03214,Wastewater,2025,9,96.2,150.0,Flow
MON-SEW-03214-2025-10,SEW-03214,Wastewater,2025,10,89.8,141.8,Flow
MON-SEW-03214-2025-11,SEW-03214,Wastewater,2025,11,116.1,150.0,Flow
MON-SEW-03214-2025-12,SEW-03214,Wastewater,2025,12,97.8,150.0,Flow
MON-SEW-01229-2025-01,SEW-01229,Wastewater,2025,1,103.5,150.0,Flow
MON-SEW-01229-2025-02,SEW-01229,Wastewater,2025,2,86.4,106.7,Flow
MON-SEW-01229-2025-03,SEW-01229,Wastewater,2025,3,91.9,135.7,Flow
MON-SEW-01229-2025-04,SEW-01229,Wastewater,2025,4,75.5,122.9,Flow
MON-SEW-01229-2025-05,SEW-01229,Wastewater,2025,5,77.8,98.7,Flow
MON-SEW-01229-2025-06,SEW-01229,Wastewater,2025,6,73.5,106.9,Flow
MON-SEW-01229-2025-07,SEW-01229,Wastewater,2025,7,84.8,122.3,Flow
MON-SEW-01229-2025-08,SEW-01229,Wastewater,2025,8,80.5,107.4,Flow
MON-SEW-01229-2025-09,SEW-01229,Wastewater,2025,9,72.5,100.0,Flow
MON-SEW-01229-2025-10,SEW-01229,Wastewater,2025,10,89.8,150.0,Flow
MON-SEW-01229-2025-11,SEW-01229,Wastewater,2025,11,84.2,141.0,Flow
MON-SEW-01229-2025-12,SEW-01229,Wastewater,2025,12,100.0,130.0,Flow
MON-SEW-03991-2025-01,SEW-03991,Wastewater,2025,1,78.7,124.9,Flow
MON-SEW-03991-2025-02,SEW-03991,Wastewater,2025,2,71.8,92.3,Flow
MON-SEW-03991-2025-03,SEW-03991,Wastewater,2025,3,67.7,119.4,Flow
MON-SEW-03991-2025-04,SEW-03991,Wastewater,2025,4,61.3,95.1,Flow
MON-SEW-03991-2025-05,SEW-03991,Wastewater,2025,5,68.1,103.9,Flow
MON-SEW-03991-2025-06,SEW-03991,Wastewater,2025,6,55.4,77.8,Flow
MON-SEW-03991-2025-07,SEW-03991,Wastewater,2025,7,66.7,103.8,Flow
MON-SEW-03991-2025-08,SEW-03991,Wastewater,2025,8,62.2,94.1,Flow
MON-SEW-03991-2025-09,SEW-03991,Wastewater,2025,9,67.1,85.4,Flow
MON-SEW-03991-2025-10,SEW-03991,Wastewater,2025,10,66.3,105.0,Flow
MON-SEW-03991-2025-11,SEW-03991,Wastewater,2025,11,71.9,93.4,Flow
MON-SEW-03991-2025-12,SEW-03991,Wastewater,2025,12,78.2,128.0,Flow
MON-SEW-00100-2025-01,SEW-00100,Wastewater,2025,1,47.2,61.2,Flow
MON-SEW-00100-2025-02,SEW-00100,Wastewater,2025,2,55.1,98.1,Flow
MON-SEW-00100-2025-03,SEW-00100,Wastewater,2025,3,44.8,61.0,Flow
MON-SEW-00100-2025-04,SEW-00100,Wastewater,2025,4,46.0,74.4,Flow
MON-SEW-00100-2025-05,SEW-00100,Wastewater,2025,5,48.9,65.1,Flow
MON-SEW-00100-2025-06,SEW-00100,Wastewater,2025,6,45.4,76.8,Flow
MON-SEW-00100-2025-07,SEW-00100,Wastewater,2025,7,41.8,64.5,Flow
MON-SEW-00100-2025-08,SEW-00100,Wastewater,2025,8,45.4,68.9,Flow
MON-SEW-00100-2025-09,SEW-00100,Wastewater,2025,9,40.0,70.6,Flow
MON-SEW-00100-2025-10,SEW-00100,Wastewater,2025,10,47.7,68.6,Flow
MON-SEW-00100-2025-11,SEW-00100,Wastewater,2025,11,42.1,72.9,Flow
MON-SEW-00100-2025-12,SEW-00100,Wastewater,2025,12,48.1,68.8,Flow
MON-SEW-02794-2025-01,SEW-02794,Wastewater,2025,1,114.4,149.4,Flow
MON-SEW-02794-2025-02,SEW-02794,Wastewater,2025,2,101.0,126.5,Flow
MON-SEW-02794-2025-03,SEW-02794,Wastewater,2025,3,81.1,141.1,Flow
MON-SEW-02794-2025-04,SEW-02794,Wastewater,2025,4,96.0,147.7,Flow
MON-SEW-02794-2025-05,SEW-02794,Wastewater,2025,5,73.0,124.9,Flow
MON-SEW-02794-2025-06,SEW-02794,Wastewater,2025,6,75.1,118.5,Flow
MON-SEW-02794-2025-07,SEW-02794,Wastewater,2025,7,82.6,119.9,Flow
MON-SEW-02794-2025-08,SEW-02794,Wastewater,2025,8,70.4,96.1,Flow
MON-SEW-02794-2025-09,SEW-02794,Wastewater,2025,9,92.6,149.0,Flow
MON-SEW-02794-2025-10,SEW-02794,Wastewater,2025,10,89.0,150.0,Flow
MON-SEW-02794-2025-11,SEW-02794,Wastewater,2025,11,102.4,134.3,Flow
MON-SEW-02794-2025-12,SEW-02794,Wastewater,2025,12,85.2,120.9,Flow
MON-SEW-03965-2025-01,SEW-03965,Wastewater,2025,1,41.0,65.5,Flow
MON-SEW-03965-2025-02,SEW-03965,Wastewater,2025,2,42.1,70.9,Flow
MON-SEW-03965-2025-03,SEW-03965,Wastewater,2025,3,33.1,56.7,Flow
MON-SEW-03965-2025-04,SEW-03965,Wastewater,2025,4,36.6,61.7,Flow
MON-SEW-03965-2025-05,SEW-03965,Wastewater,2025,5,34.6,44.5,Flow
MON-SEW-03965-2025-06,SEW-03965,Wastewater,2025,6,33.8,46.5,Flow
MON-SEW-03965-2025-07,SEW-03965,Wastewater,2025,7,32.7,41.6,Flow
MON-SEW-03965-2025-08,SEW-03965,Wastewater,2025,8,33.6,47.3,Flow
MON-SEW-03965-2025-09,SEW-03965,Wastewater,2025,9,34.9,43.6,Flow
MON-SEW-03965-2025-10,SEW-03965,Wastewater,2025,10,38.3,67.4,Flow
MON-SEW-03965-2025-11,SEW-03965,Wastewater,2025,11,36.9,55.3,Flow
MON-SEW-03965-2025-12,SEW-03965,Wastewater,2025,12,43.1,53.6,Flow
MON-SEW-00411-2025-01,SEW-00411,Wastewater,2025,1,102.3,126.5,Flow
