complaint_id,segment_id,district,complaint_type,submitted_date,resolved_date,resolution_status,severity_reported,channel,lat,lon
CMP-00432,SEG-0015,Downtown,Pavement Failure,2024-03-15,2024-03-31,Pending,High,Phone,43.61241990256067,-116.22037443414152
CMP-00433,SEG-0044,West Boise,Sign Damage,2024-02-13,2024-04-03,Resolved,Medium,Web Form,43.64315110491115,-116.27842025395142
CMP-00434,SEG-0035,West Boise,Debris,2024-05-10,2024-06-30,Pending,Medium,Phone,43.651028915404595,-116.27398648928663
CMP-00435,SEG-0146,West Boise,Pothole,2025-03-19,2025-04-15,In Review,Low,Phone,43.62634367229061,-116.3362052058074
CMP-00436,SEG-0014,Southwest,Flooding,2024-10-14,2024-12-05,Pending,High,Web Form,43.54716551561226,-116.22048635246159
CMP-00437,SEG-0164,Southwest,Pavement Failure,2025-12-05,2026-01-10,In Review,Medium,Email,43.595062301025955,-116.29497630369825
CMP-00438,SEG-0021,Downtown,Pothole,2025-06-29,2025-08-09,Pending,High,Web Form,43.61222300607135,-116.21962226472755
CMP-00439,SEG-0101,Southeast,Crack,2024-11-27,2025-01-03,Pending,High,Phone,43.57049894085547,-116.19992931295407
CMP-00440,SEG-0111,East Bench,Pavement Failure,2024-09-27,2024-11-09,Resolved,Medium,Web Form,43.60656786420176,-116.17425608136172
CMP-00441,SEG-0036,North End,Sidewalk,2025-07-20,,Pending,Medium,311 App,43.65236137079414,-116.211318417318
CMP-00442,SEG-0163,Southwest,Sidewalk,2024-07-29,2024-09-08,Pending,Medium,Email,43.57103999449389,-116.29621947905623
CMP-00443,SEG-0245,Downtown,Crack,2025-08-04,2025-08-26,Pending,Low,Web Form,43.603972717111304,-116.21724575191888
CMP-00444,SEG-0063,Downtown,Crack,2025-02-06,,Pending,Critical,Email,43.616331004075256,-116.21979742325593
CMP-00445,SEG-0225,Southeast,Flooding,2025-06-07,2025-06-20,Resolved,Critical,Email,43.540381087097764,-116.20009452738056
CMP-00446,SEG-0038,North End,Pothole,2024-05-02,,Pending,Low,311 App,43.65469069884819,-116.22274557591238
CMP-00447,SEG-0153,West Boise,Pothole,2024-10-01,,In Review,Critical,Phone,43.61130474953447,-116.31756281219606
CMP-00448,SEG-0293,Southeast,Debris,2024-04-24,,In Review,High,Web Form,43.57039421057227,-116.16901804667293
CMP-00449,SEG-0223,Southwest,Debris,2025-08-07,2025-10-06,Pending,Medium,Phone,43.56061281626301,-116.2191035199691
CMP-00450,SEG-0228,North End,Sign Damage,2024-06-24,2024-08-16,Resolved,Low,Phone,43.67273271100364,-116.19694017556458
CMP-00451,SEG-0162,Southwest,Pothole,2024-10-03,2024-10-11,Resolved,Critical,Phone,43.55382909802829,-116.2920665711759
CMP-00452,SEG-0229,North End,Pothole,2024-08-13,,Resolved,High,Email,43.64340855028453,-116.20205813466234
CMP-00453,SEG-0093,Southwest,Sidewalk,2024-08-06,,Resolved,Critical,Email,43.567584110224196,-116.31311934244465
CMP-00454,SEG-0064,Downtown,Debris,2025-09-21,2025-09-23,Pending,Medium,Email,43.61853060115807,-116.21849941314686
CMP-00455,SEG-0262,North End,Sign Damage,2024-01-22,2024-03-02,Pending,Medium,Web Form,43.645252062942724,-116.2111705721843
CMP-00456,SEG-0175,Southwest,Sidewalk,2025-11-30,,Pending,Medium,Phone,43.561181847123905,-116.27744359086077
CMP-00457,SEG-0200,Southeast,Debris,2024-10-24,2024-11-18,Pending,Low,Phone,43.54058190902166,-116.20174122016275
CMP-00458,SEG-0084,Southeast,Flooding,2024-01-23,,Pending,Critical,311 App,43.59054882988799,-116.16696928604445
CMP-00459,SEG-0131,Southeast,Crack,2024-04-01,2024-04-24,Pending,High,Web Form,43.59491412300343,-116.2013258333737
CMP-00460,SEG-0281,East Bench,Sidewalk,2025-10-22,2025-11-25,Resolved,Low,Email,43.622223287359716,-116.13599215903554
CMP-00461,SEG-0039,North End,Pavement Failure,2024-06-11,,In Review,Low,Web Form,43.6500940214452,-116.21940195962503
CMP-00462,SEG-0265,North End,Sign Damage,2024-10-27,,Pending,Medium,Phone,43.646579857506026,-116.20586148481296
CMP-00463,SEG-0247,Downtown,Pavement Failure,2024-04-04,2024-05-11,In Review,Medium,Web Form,43.606418754206125,-116.21299893557789
CMP-00464,SEG-0163,Southwest,Crack,2024-08-29,,In Review,Low,311 App,43.57263134525363,-116.2967098234813
CMP-00465,SEG-0191,Southwest,Sign Damage,2025-06-30,,In Review,High,Phone,43.59861087443035,-116.25451739958183
CMP-00466,SEG-0104,Southwest,Crack,2024-01-09,,Pending,Low,311 App,43.553041222704856,-116.25861999494933
CMP-00467,SEG-0263,North End,Debris,2024-05-15,,Pending,High,Email,43.66666115568134,-116.20944741997795
CMP-00468,SEG-0291,Southeast,Debris,2024-09-11,,Resolved,Low,Email,43.55897061701013,-116.17874219001685
CMP-00469,SEG-0111,East Bench,Debris,2025-05-16,2025-06-11,In Review,Critical,Email,43.60965641959618,-116.17322685863019
CMP-00470,SEG-0269,Downtown,Pavement Failure,2025-09-12,2025-11-05,Pending,High,Email,43.61105358210966,-116.20974229266251
CMP-00471,SEG-0290,Southeast,Debris,2024-02-07,,Pending,High,311 App,43.54041758301568,-116.19207834798435
CMP-00472,SEG-0229,North End,Sign Damage,2025-01-17,,Resolved,Low,Phone,43.64283215015099,-116.20190318529825
CMP-00473,SEG-0127,Southeast,Crack,2025-08-27,2025-10-14,In Review,High,Email,43.593977967117496,-116.18935748782263
CMP-00474,SEG-0137,Southeast,Sign Damage,2025-03-25,,Pending,Critical,Web Form,43.546517533749956,-116.19261380277912
CMP-00475,SEG-0248,Downtown,Crack,2024-02-22,,In Review,Low,Web Form,43.608151142567785,-116.20402177955815
CMP-00476,SEG-0128,Southeast,Debris,2025-10-31,2025-11-05,Pending,High,Email,43.593162097660716,-116.1963225701531
CMP-00477,SEG-0020,Downtown,Crack,2024-03-10,,Pending,Medium,311 App,43.60946539824621,-116.22141624388861
CMP-00478,SEG-0208,Southeast,Debris,2024-10-03,,Resolved,High,311 App,43.539793434631925,-116.20066383627658
CMP-00479,SEG-0136,Southeast,Flooding,2024-12-21,2025-01-09,Resolved,Low,Email,43.545203969923485,-116.1589853672935
CMP-00480,SEG-0234,North End,Pavement Failure,2025-11-13,2025-12-30,In Review,Low,Phone,43.67223679032876,-116.18034830004544
CMP-00481,SEG-0202,Southeast,Flooding,2025-03-26,2025-05-06,Resolved,Medium,Phone,43.5383727584069,-116.20046444185746
CMP-00482,SEG-0272,Downtown,Pothole,2024-02-12,,Resolved,Medium,Email,43.610107179515175,-116.20139264379193
CMP-00483,SEG-0196,Southwest,Flooding,2024-06-04,2024-07-11,Resolved,Low,311 App,43.59865356576022,-116.23576815603109
CMP-00484,SEG-0128,Southeast,Crack,2024-03-08,,In Review,Critical,311 App,43.5933198781213,-116.19840957487597
CMP-00485,SEG-0126,Southeast,Sidewalk,2025-09-23,2025-10-17,Pending,High,Web Form,43.59552609809234,-116.18877786772732
CMP-00486,SEG-0237,Downtown,Debris,2025-11-29,2026-01-06,In Review,High,Phone,43.62490479558154,-116.20088809921235
CMP-00487,SEG-0147,West Boise,Sign Damage,2024-12-02,2024-12-22,In Review,Critical,311 App,43.60283340181088,-116.33462563003488
CMP-00488,SEG-0058,West Boise,Crack,2024-04-19,2024-05-25,Resolved,Medium,Email,43.61470469863538,-116.29036979347079
CMP-00489,SEG-0236,North End,Pavement Failure,2025-06-01,,Pending,Critical,Web Form,43.67057233811954,-116.17995102324217
CMP-00490,SEG-0114,East Bench,Flooding,2025-11-09,,Resolved,Critical,Email,43.598555243339305,-116.16171781622988
CMP-00491,SEG-0137,Southeast,Flooding,2024-02-01,,Resolved,High,Phone,43.54493407984659,-116.19047580591595
CMP-00492,SEG-0010,Southwest,Sign Damage,2025-02-09,2025-03-07,Resolved,High,Phone,43.54283629089631,-116.24760542229247
CMP-00493,SEG-0278,East Bench,Pothole,2024-11-30,2025-01-24,Resolved,Low,311 App,43.6080277771924,-116.17696604054719
CMP-00494,SEG-0053,West Boise,Sidewalk,2025-05-19,2025-07-18,In Review,Medium,311 App,43.63059234904525,-116.32175370771931
CMP-00495,SEG-0171,West Boise,Sidewalk,2025-01-10,2025-03-10,In Review,High,311 App,43.59816171932713,-116.27146348109275
CMP-00496,SEG-0266,North End,Pothole,2024-02-09,2024-02-15,In Review,Low,Phone,43.649591170734936,-116.17873177545813
CMP-00497,SEG-0245,Downtown,Debris,2025-05-17,,Pending,Low,Web Form,43.60402946401432,-116.21690265373164
CMP-00498,SEG-0003,Southeast,Debris,2024-06-10,2024-07-25,Resolved,Critical,Phone,43.546595128110994,-116.18658886505219
CMP-00499,SEG-0116,East Bench,Sign Damage,2025-11-11,,Pending,High,Web Form,43.59555061307804,-116.13186137028555
CMP-00500,SEG-0050,West Boise,Flooding,2024-08-28,2024-10-22,In Review,High,Phone,43.63039572511665,-116.31076711632849
CMP-00501,SEG-0237,Downtown,Pothole,2024-03-22,,Resolved,Low,Email,43.62450443897096,-116.19808592107864
CMP-00502,SEG-0080,Southwest,Crack,2024-12-06,2025-01-13,In Review,Critical,Email,43.58556952225812,-116.2846175069195
CMP-00503,SEG-0230,North End,Flooding,2025-11-18,2025-12-26,In Review,Medium,Email,43.62662472665411,-116.20061716266905
CMP-00504,SEG-0194,Southwest,Pothole,2024-12-19,,Pending,Critical,Phone,43.56694207523589,-116.2302959842128
CMP-00505,SEG-0200,Southeast,Crack,2025-12-27,2026-01-25,Pending,Critical,Web Form,43.54183226045714,-116.19899394355517
CMP-00506,SEG-0032,West Boise,Sidewalk,2024-07-07,,Resolved,High,Email,43.650042865333766,-116.27240191616237
CMP-00507,SEG-0137,Southeast,Debris,2024-02-13,2024-02-29,In Review,Critical,Web Form,43.54661722758466,-116.19158386244068
CMP-00508,SEG-0124,Downtown,Flooding,2024-01-10,2024-02-25,In Review,High,Web Form,43.61116894922735,-116.17506880653585
CMP-00509,SEG-0030,West Boise,Crack,2025-05-28,,Pending,High,Email,43.65655834548261,-116.32413647572284
CMP-00510,SEG-0165,Southwest,Sidewalk,2025-09-18,,In Review,Low,Email,43.543648570086454,-116.29706309941163
CMP-00511,SEG-0118,East Bench,Flooding,2025-04-12,,Resolved,Critical,311 App,43.597939070270705,-116.1529310625014
CMP-00512,SEG-0259,North End,Flooding,2025-09-15,2025-11-14,In Review,Medium,Email,43.63569180201758,-116.19361394721591
CMP-00513,SEG-0134,Southeast,Flooding,2024-08-22,2024-09-29,Pending,High,311 App,43.54113997127334,-116.16937882341415
CMP-00514,SEG-0106,Southwest,Pothole,2025-04-05,,Pending,Low,311 App,43.55526456470976,-116.24649346117617
CMP-00515,SEG-0164,Southwest,Debris,2025-07-13,2025-07-15,In Review,High,311 App,43.595700542403364,-116.29542129502686
CMP-00516,SEG-0269,Downtown,Pothole,2025-07-19,,Resolved,Critical,Web Form,43.61109494687012,-116.2105495898714
CMP-00517,SEG-0183,West Boise,Pavement Failure,2025-03-15,,Resolved,Critical,311 App,43.65339783975869,-116.2524726720856
CMP-00518,SEG-0073,Southwest,Flooding,2024-06-22,2024-08-04,Pending,Medium,Email,43.59881637331036,-116.27929437080141
CMP-00519,SEG-0064,Downtown,Debris,2024-10-22,,In Review,Low,311 App,43.62071525442134,-116.21850711536045
CMP-00520,SEG-0018,Downtown,Sidewalk,2024-01-04,2024-01-09,Pending,Medium,311 App,43.610688601171354,-116.19724088064403
CMP-00521,SEG-0153,West Boise,Sign Damage,2025-07-01,2025-07-09,In Review,High,311 App,43.61257003624526,-116.31983587958737
CMP-00522,SEG-0241,Downtown,Pavement Failure,2024-07-12,2024-07-29,Resolved,Low,311 App,43.60199416852551,-116.18374259524916
CMP-00523,SEG-0231,North End,Sidewalk,2025-12-07,2026-01-07,In Review,High,311 App,43.657940723103685,-116.21189488716338
CMP-00524,SEG-0102,Southwest,Sidewalk,2024-04-16,2024-06-05,Pending,Medium,Phone,43.549954574746764,-116.27372004306783
CMP-00525,SEG-0257,Downtown,Pavement Failure,2025-12-15,,Resolved,Critical,Email,43.615676102405374,-116.20007489047262
CMP-00526,SEG-0189,Southwest,Crack,2024-02-12,,Resolved,High,311 App,43.58844464957931,-116.25581231979619
CMP-00527,SEG-0194,Southwest,Flooding,2025-03-01,2025-03-02,Pending,Low,Phone,43.56706408953786,-116.22977140603302
CMP-00528,SEG-0269,Downtown,Sign Damage,2024-04-29,2024-05-30,In Review,High,311 App,43.6128857861925,-116.21304407961314
CMP-00529,SEG-0214,Downtown,Debris,2024-11-20,,Pending,High,311 App,43.601434627655344,-116.19117834797493
CMP-00530,SEG-0275,Downtown,Sign Damage,2024-05-20,2024-07-12,Resolved,High,Web Form,43.60139894799626,-116.20068375894468
CMP-00531,SEG-0061,Downtown,Flooding,2025-01-07,,In Review,High,Email,43.613242928942746,-116.20622398454198
CMP-00532,SEG-0269,Downtown,Crack,2025-12-29,,In Review,Low,Web Form,43.6108394967272,-116.20927544364046
CMP-00533,SEG-0263,North End,Debris,2024-11-21,2024-12-03,Resolved,Low,Phone,43.66587431481995,-116.2089020459084
CMP-00534,SEG-0012,Southwest,Sidewalk,2025-07-08,2025-07-14,In Review,High,Web Form,43.54430674287246,-116.29251240086887
CMP-00535,SEG-0202,Southeast,Pothole,2024-11-15,2024-12-12,In Review,High,Web Form,43.5409643772856,-116.20145243346487
CMP-00536,SEG-0050,West Boise,Sign Damage,2025-08-25,,Resolved,Critical,Web Form,43.6310569547593,-116.31093443626521
CMP-00537,SEG-0045,West Boise,Pothole,2025-07-28,2025-08-13,Pending,Medium,Phone,43.643208943027204,-116.28458393909987
CMP-00538,SEG-0252,Downtown,Crack,2025-10-07,2025-11-07,In Review,Medium,Phone,43.61608244668094,-116.18585629745651
CMP-00539,SEG-0018,Downtown,Pavement Failure,2024-09-01,2024-09-02,In Review,High,Phone,43.609599611230955,-116.19763935319342
CMP-00540,SEG-0064,Downtown,Sidewalk,2025-09-19,2025-10-02,In Review,High,Web Form,43.61732884204663,-116.21810511402515
CMP-00541,SEG-0206,Southeast,Crack,2025-08-15,,In Review,Low,Email,43.57554799713923,-116.1995789763183
CMP-00542,SEG-0234,North End,Pavement Failure,2024-04-27,2024-05-10,Pending,Medium,Phone,43.671762784922144,-116.17953918353916
CMP-00543,SEG-0026,West Boise,Pothole,2024-09-11,,Resolved,Medium,311 App,43.63639400993824,-116.28125272732535
CMP-00544,SEG-0231,North End,Pothole,2024-08-11,,In Review,Low,Phone,43.65944894601914,-116.21013211716912
CMP-00545,SEG-0148,West Boise,Sign Damage,2024-04-19,,Resolved,Medium,311 App,43.629224204568175,-116.33868955354997
CMP-00546,SEG-0147,West Boise,Sign Damage,2025-11-06,2025-11-24,In Review,Medium,Phone,43.59985212585894,-116.33441428724157
CMP-00547,SEG-0063,Downtown,Sign Damage,2025-11-09,,Pending,Critical,311 App,43.61360044505439,-116.22026682643701
CMP-00548,SEG-0140,West Boise,Flooding,2024-03-02,2024-04-05,Resolved,Critical,311 App,43.61980322636315,-116.35266720855465
CMP-00549,SEG-0272,Downtown,Sidewalk,2025-03-12,2025-04-12,In Review,Low,Email,43.60922137191484,-116.20048599994158
CMP-00550,SEG-0291,Southeast,Sign Damage,2025-12-05,2026-01-28,Pending,High,Phone,43.560348401149646,-116.17813848283909
CMP-00551,SEG-0280,East Bench,Crack,2024-08-28,2024-09-22,In Review,Medium,311 App,43.584930703170336,-116.16562066368478
CMP-00552,SEG-0255,Downtown,Pavement Failure,2024-04-11,,In Review,High,Email,43.61083919824716,-116.19759237653003
CMP-00553,SEG-0269,Downtown,Sidewalk,2024-09-04,2024-09-21,Resolved,Medium,Email,43.614295806982526,-116.21316051665005
CMP-00554,SEG-0091,Southwest,Debris,2024-12-01,2025-01-20,Pending,High,311 App,43.57173107700996,-116.26689751253711
CMP-00555,SEG-0094,Southwest,Sidewalk,2025-03-11,,Pending,Medium,Email,43.57073234512621,-116.30844838404985
CMP-00556,SEG-0131,Southeast,Sign Damage,2024-12-31,,In Review,Medium,Phone,43.59429886022347,-116.19856881423783
CMP-00557,SEG-0045,West Boise,Crack,2024-09-03,2024-10-05,Pending,Low,311 App,43.641027769662294,-116.28327629877278
CMP-00558,SEG-0231,North End,Sign Damage,2024-02-14,,In Review,Low,311 App,43.659303843007976,-116.20954829092965
CMP-00559,SEG-0172,West Boise,Crack,2024-05-18,,Resolved,High,311 App,43.62050146346141,-116.27635220868736
CMP-00560,SEG-0237,Downtown,Debris,2024-05-03,2024-06-14,Pending,Medium,311 App,43.62536325713764,-116.20003016196048
CMP-00561,SEG-0140,West Boise,Pavement Failure,2024-09-13,2024-10-18,In Review,Medium,311 App,43.61818204986408,-116.35212167399582
CMP-00562,SEG-0269,Downtown,Sidewalk,2025-12-13,2026-02-11,Pending,Medium,Email,43.61393587309369,-116.21277362582323
CMP-00563,SEG-0104,Southwest,Pothole,2024-08-22,2024-09-09,Pending,High,Web Form,43.554479309551844,-116.25706285255313
CMP-00564,SEG-0265,North End,Pothole,2024-04-09,2024-05-16,In Review,High,Phone,43.64563027291794,-116.20590018334572
CMP-00565,SEG-0042,West Boise,Crack,2024-07-02,,Resolved,Medium,Web Form,43.64229442047755,-116.29420335491749
CMP-00566,SEG-0039,North End,Pavement Failure,2024-05-17,,In Review,Medium,Web Form,43.65228552226486,-116.21960933454034
CMP-00567,SEG-0251,Downtown,Pothole,2025-12-04,2026-01-18,Resolved,Critical,Email,43.612913491178375,-116.2023788574287
CMP-00568,SEG-0251,Downtown,Pothole,2025-12-01,2025-12-28,Resolved,Medium,Phone,43.61317585210829,-116.20221678864227
CMP-00569,SEG-0014,Southwest,Pavement Failure,2025-12-17,2026-01-04,In Review,High,Email,43.54437358862867,-116.21837712936156
CMP-00570,SEG-0015,Downtown,Sign Damage,2025-08-03,,Pending,Medium,Email,43.610224701552745,-116.2209590853272
CMP-00571,SEG-0135,Southeast,Flooding,2024-01-21,,Pending,Critical,311 App,43.542311898970524,-116.19899760992799
CMP-00572,SEG-0216,Southeast,Pavement Failure,2024-02-25,,In Review,Low,Email,43.58434242820613,-116.18819537888251
CMP-00573,SEG-0060,Downtown,Crack,2024-05-18,,In Review,Medium,Phone,43.61632193164313,-116.17679696731244
CMP-00574,SEG-0207,Southeast,Debris,2025-07-10,2025-07-26,In Review,Low,Web Form,43.56075130348711,-116.2016258538884
CMP-00575,SEG-0045,West Boise,Crack,2025-07-16,,Resolved,Critical,Email,43.6440159800505,-116.28603879852236
CMP-00576,SEG-0066,West Boise,Debris,2024-08-13,2024-08-19,Resolved,Critical,311 App,43.6052174896374,-116.25317758209913
CMP-00577,SEG-0156,West Boise,Flooding,2024-11-25,2025-01-08,Pending,Low,311 App,43.649127917782174,-116.2956468097662
CMP-00578,SEG-0210,Downtown,Sidewalk,2025-12-08,,In Review,Low,311 App,43.62015798643652,-116.18884476590925
CMP-00579,SEG-0243,Downtown,Pavement Failure,2025-08-22,,Resolved,Critical,311 App,43.604113916231384,-116.17342282278719
CMP-00580,SEG-0075,Southwest,Debris,2024-02-28,2024-04-16,Resolved,Medium,Web Form,43.59925137610373,-116.20538828576053
CMP-00581,SEG-0144,West Boise,Flooding,2025-05-31,2025-07-19,Pending,Medium,311 App,43.610047100933215,-116.33956022554825
CMP-00582,SEG-0272,Downtown,Debris,2025-07-06,2025-08-07,Resolved,Medium,Phone,43.61112742809425,-116.20190709122166
CMP-00583,SEG-0230,North End,Sign Damage,2024-02-13,,Resolved,Critical,Email,43.624105005414606,-116.19967715340611
CMP-00584,SEG-0156,West Boise,Flooding,2024-09-24,2024-10-19,In Review,High,311 App,43.64751186696398,-116.29670343718138
CMP-00585,SEG-0200,Southeast,Pothole,2025-02-18,,Resolved,Critical,Phone,43.541190800525825,-116.19995326971329
CMP-00586,SEG-0151,West Boise,Flooding,2025-01-13,2025-02-06,Resolved,Critical,311 App,43.60021017330033,-116.31572749601885
CMP-00587,SEG-0292,Southeast,Sign Damage,2025-02-20,,In Review,Critical,Web Form,43.54114609289166,-116.17243002254854
CMP-00588,SEG-0138,West Boise,Debris,2025-10-13,2025-12-07,Resolved,Medium,311 App,43.64650084706318,-116.35363502511767
CMP-00589,SEG-0235,North End,Debris,2025-02-05,,Resolved,Low,Web Form,43.67292631363574,-116.17907135349004
CMP-00590,SEG-0207,Southeast,Sign Damage,2024-06-30,2024-07-31,Resolved,Medium,Email,43.561523725598924,-116.2012492639861
CMP-00591,SEG-0039,North End,Crack,2025-02-13,,In Review,Low,Phone,43.65256357816053,-116.22065370126016
CMP-00592,SEG-0217,Southeast,Pavement Failure,2024-06-23,2024-08-04,In Review,High,Email,43.53919034690137,-116.18941316250053
CMP-00593,SEG-0256,Downtown,Pavement Failure,2024-05-13,,In Review,Critical,Phone,43.614253371563365,-116.21338390538948
CMP-00594,SEG-0096,Southeast,Sign Damage,2025-04-18,2025-06-10,Pending,Critical,Phone,43.571788704329315,-116.16632382813175
CMP-00595,SEG-0245,Downtown,Sidewalk,2024-02-13,,Resolved,High,Web Form,43.60564887684235,-116.21800417874962
CMP-00596,SEG-0015,Downtown,Sign Damage,2024-01-24,2024-02-24,Pending,Critical,Web Form,43.61256033673723,-116.21994807941986
CMP-00597,SEG-0204,Southeast,Pothole,2025-06-27,2025-08-25,Resolved,Low,Web Form,43.56377577356923,-116.19921037532387
CMP-00598,SEG-0278,East Bench,Crack,2024-10-09,,Pending,Low,Web Form,43.60499316392737,-116.17425269017698
CMP-00599,SEG-0284,East Bench,Crack,2024-10-25,,Resolved,High,Phone,43.59895510230775,-116.17596913163104
CMP-00600,SEG-0015,Downtown,Pavement Failure,2025-12-26,,Resolved,Medium,311 App,43.609468230508284,-116.2191547778666
CMP-00601,SEG-0237,Downtown,Pothole,2025-04-22,2025-06-12,In Review,Low,Phone,43.62496438528875,-116.20061132524708
CMP-00602,SEG-0256,Downtown,Sign Damage,2025-05-19,,In Review,High,Phone,43.61399384458263,-116.2156004122856
CMP-00603,SEG-0275,Downtown,Sidewalk,2024-03-19,2024-05-17,In Review,Critical,Web Form,43.60196568782298,-116.20422776882727
CMP-00604,SEG-0264,North End,Sidewalk,2025-02-20,2025-04-08,In Review,Low,311 App,43.651377043604164,-116.18262918578469
CMP-00605,SEG-0225,Southeast,Sidewalk,2024-01-31,2024-02-22,Pending,Low,Phone,43.54135038702479,-116.19990452102053
CMP-00606,SEG-0046,West Boise,Sign Damage,2025-12-05,,In Review,Critical,Web Form,43.64285704461824,-116.27109283630077
CMP-00607,SEG-0182,West Boise,Debris,2025-03-01,2025-04-27,In Review,Medium,Email,43.63786861938577,-116.25731766985673
CMP-00608,SEG-0161,West Boise,Debris,2024-02-29,,Resolved,Low,Web Form,43.59843542455254,-116.29788702604074
CMP-00609,SEG-0245,Downtown,Pothole,2025-06-26,2025-08-19,In Review,Medium,Email,43.60425382370861,-116.21549221432629
CMP-00610,SEG-0194,Southwest,Crack,2024-08-08,2024-09-10,Resolved,Medium,Email,43.56479207865235,-116.2307992212588
CMP-00611,SEG-0164,Southwest,Pavement Failure,2024-09-18,2024-11-02,In Review,High,Phone,43.595792720973016,-116.29611300827871
CMP-00612,SEG-0033,West Boise,Sidewalk,2025-01-10,2025-03-01,Pending,Medium,Email,43.65575936933576,-116.30516732190814
CMP-00613,SEG-0078,Southwest,Pothole,2024-02-17,2024-02-24,In Review,Medium,Email,43.588440227051215,-116.29176812466804
CMP-00614,SEG-0275,Downtown,Debris,2024-07-16,2024-07-20,Resolved,High,Email,43.5995913212563,-116.20217929038404
CMP-00615,SEG-0273,Downtown,Pavement Failure,2024-01-28,,Pending,Low,Web Form,43.60176123695806,-116.1987635862106
CMP-00616,SEG-0119,East Bench,Flooding,2024-08-11,,Pending,Low,Email,43.59464130326838,-116.17626638440977
CMP-00617,SEG-0015,Downtown,Sign Damage,2025-05-12,2025-06-13,In Review,Medium,Phone,43.613043679510966,-116.21867443384934
CMP-00618,SEG-0261,North End,Flooding,2024-02-11,,In Review,Low,Email,43.64061497305638,-116.18193156287568
CMP-00619,SEG-0133,Southeast,Debris,2025-11-14,2026-01-01,Resolved,Critical,311 App,43.53946084299832,-116.19043545769267
CMP-00620,SEG-0261,North End,Pavement Failure,2024-05-07,,Pending,Critical,311 App,43.63991672823519,-116.1831120349454
CMP-00621,SEG-0101,Southeast,Sidewalk,2025-08-01,2025-08-06,Pending,High,Phone,43.57093584637903,-116.19914138892307
CMP-00622,SEG-0096,Southeast,Sign Damage,2024-09-18,2024-09-29,In Review,Critical,Email,43.57384831996621,-116.1666979151995
CMP-00623,SEG-0136,Southeast,Pavement Failure,2025-10-19,2025-11-27,In Review,Critical,311 App,43.54572660553343,-116.15953680993506
CMP-00624,SEG-0057,West Boise,Debris,2025-01-09,2025-02-19,Resolved,Medium,Web Form,43.61874235948608,-116.2693843699921
CMP-00625,SEG-0114,East Bench,Sidewalk,2024-11-13,2025-01-03,Resolved,Medium,Phone,43.595728419471534,-116.15897725449526
CMP-00626,SEG-0161,West Boise,Crack,2024-08-16,,Pending,Critical,311 App,43.59963127641744,-116.2962572896531
CMP-00627,SEG-0216,Southeast,Pavement Failure,2025-04-29,,Resolved,Critical,Email,43.58665337022959,-116.19067191867131
CMP-00628,SEG-0170,West Boise,Pavement Failure,2024-08-09,,Resolved,Medium,Web Form,43.60068058623858,-116.27746739959586
CMP-00629,SEG-0241,Downtown,Crack,2024-09-06,2024-10-10,In Review,Low,Web Form,43.604657054425566,-116.18152199681423
CMP-00630,SEG-0281,East Bench,Crack,2025-11-10,,In Review,Critical,Web Form,43.620884759576,-116.13581665895197
CMP-00631,SEG-0196,Southwest,Debris,2025-02-19,2025-03-14,In Review,Medium,Email,43.60064367444116,-116.23554401042439
CMP-00632,SEG-0038,North End,Sign Damage,2025-08-09,,In Review,Low,Phone,43.65136173239427,-116.22192728369092
CMP-00633,SEG-0170,West Boise,Crack,2025-11-19,2026-01-15,Resolved,High,Web Form,43.6019218964554,-116.27687531288696
CMP-00634,SEG-0234,North End,Debris,2024-07-15,2024-08-10,Resolved,Medium,Web Form,43.67190405415502,-116.18077239417714
CMP-00635,SEG-0095,Southwest,Sign Damage,2024-01-31,2024-02-11,Resolved,Low,311 App,43.568113865352515,-116.24215440557259
CMP-00636,SEG-0233,North End,Pothole,2025-02-02,,Resolved,Critical,Phone,43.65817322695902,-116.2293267398121
CMP-00637,SEG-0004,Southeast,Sidewalk,2024-12-08,2025-01-30,Resolved,Low,311 App,43.5433147657566,-116.18758905498993
CMP-00638,SEG-0242,Downtown,Debris,2024-03-23,,Resolved,High,311 App,43.60674254760646,-116.17390538271734
CMP-00639,SEG-0151,West Boise,Debris,2025-06-18,,Pending,Critical,Phone,43.59820119669229,-116.31441155577002
CMP-00640,SEG-0171,West Boise,Sign Damage,2024-10-03,,Pending,Critical,Web Form,43.599562951867654,-116.27480227200405
CMP-00641,SEG-0112,East Bench,Sidewalk,2024-05-23,2024-07-11,Pending,Medium,Phone,43.60489820193229,-116.15123814204101
CMP-00642,SEG-0182,West Boise,Sign Damage,2025-05-18,2025-07-10,Pending,Low,Phone,43.638658685481644,-116.25675605932922
CMP-00643,SEG-0264,North End,Debris,2024-09-26,,In Review,High,311 App,43.65161218789182,-116.18267024300233
CMP-00644,SEG-0255,Downtown,Flooding,2024-04-01,2024-05-31,Pending,Medium,Phone,43.61213696448123,-116.19601694314333
CMP-00645,SEG-0287,East Bench,Pothole,2025-07-11,2025-08-10,Resolved,Medium,311 App,43.59666037833914,-116.16505646874664
CMP-00646,SEG-0246,Downtown,Sidewalk,2024-08-12,2024-08-28,In Review,High,Phone,43.60506891083812,-116.1809815488499
CMP-00647,SEG-0102,Southwest,Crack,2025-01-20,,Pending,Low,Web Form,43.55042239299633,-116.27389977990362
