segment_id,system_type,corridor_name,district,pipe_class,pipe_material,diameter_inches,length_ft,depth_ft,install_year,asset_age_years,condition_score,breaks_last_5yr,soil_corrosivity,capacity_utilization_pct,ii_risk_flag,criticality_class,estimated_replacement_cost_usd,last_inspection_date,inspection_method,lat,lon
SEW-02478,Wastewater,Bogus Basin Rd,North End,lateral,Vitrified Clay,21,2431,12.2,1952,74,59,8,0.72,78.7,True,Medium,417142,2025-01-06,Flow Monitoring,43.666039,-116.188408
SEW-02479,Wastewater,Broadway Ave,Southeast,trunk,Ductile Iron,48,850,13.9,1966,60,71,1,0.55,51.4,False,High,764343,2022-09-22,Smoke Test,43.542726,-116.188406
SEW-02480,Wastewater,Gowen Rd,Southeast,lateral,PVC,12,550,11.5,2015,11,97,0,0.55,26.2,False,Low,96197,2022-11-27,Dye Test,43.545698,-116.118839
SEW-02481,Wastewater,Main St,Downtown,collector,Vitrified Clay,18,1190,7.1,1954,72,36,3,0.78,96.8,True,Medium,322100,2023-03-25,Flow Monitoring,43.616851,-116.194752
SEW-02482,Wastewater,Lander St,Downtown,trunk,Cast Iron,36,2231,21.8,1952,74,47,6,0.78,100.0,True,High,1783793,2022-12-09,CCTV,43.600281,-116.22
SEW-02483,Wastewater,Federal Way,East Bench,collector,Concrete,12,1391,22.8,1956,70,73,0,0.45,64.0,False,Medium,573486,2022-10-30,Dye Test,43.594749,-116.162735
SEW-02484,Wastewater,Fort St,North End,lateral,Vitrified Clay,42,486,24.1,1961,65,55,7,0.72,99.3,True,Medium,411087,2023-12-15,CCTV,43.64072,-116.23
SEW-02485,Wastewater,Cole Rd,Southwest,collector,PVC,21,528,11.2,1989,37,82,0,0.6,73.8,False,Critical,181998,2023-11-24,CCTV,43.583863,-116.253951
SEW-02486,Wastewater,Main St,Downtown,collector,Orangeburg,15,1272,8.6,1963,63,66,2,0.78,98.7,True,Medium,664342,2023-03-02,Manhole Inspection,43.613619,-116.18368
SEW-02487,Wastewater,Ustick Rd,West Boise,collector,PVC,12,1154,16.8,2019,7,96,0,0.5,54.7,False,High,123717,2025-01-29,Manhole Inspection,43.633855,-116.278085
SEW-02488,Wastewater,Ustick Rd,West Boise,collector,PVC,12,2277,14.9,1990,36,86,0,0.5,21.2,False,Low,383369,2025-10-16,Flow Monitoring,43.632349,-116.289955
SEW-02489,Wastewater,Chinden Blvd,West Boise,collector,PVC,15,942,13.2,2012,14,99,0,0.5,17.5,False,High,189264,2022-10-11,CCTV,43.650972,-116.281921
SEW-02490,Wastewater,Vista Ave,Southeast,collector,Concrete,12,255,8.9,1965,61,79,1,0.55,54.9,False,Low,121422,2024-12-14,Flow Monitoring,43.595,-116.2
SEW-02491,Wastewater,McMillan Rd,West Boise,collector,PVC,15,1263,12.3,2017,9,99,0,0.5,44.8,False,Low,396246,2024-04-21,CCTV,43.64421,-116.304063
SEW-02492,Wastewater,Eagle Rd,West Boise,trunk,PVC,42,576,11.1,2010,16,91,0,0.5,19.4,False,Medium,523577,2023-11-11,Flow Monitoring,43.649541,-116.352424
SEW-02493,Wastewater,State St,West Boise,collector,PVC,18,403,14.9,2021,5,98,0,0.5,72.0,False,Medium,87171,2024-07-02,Manhole Inspection,43.638322,-116.27658
SEW-02494,Wastewater,15th St,North End,lateral,Vitrified Clay,24,1552,18.1,1941,85,46,9,0.72,88.1,True,Low,967827,2023-07-29,Manhole Inspection,43.662964,-116.209316
SEW-02495,Wastewater,Five Mile Rd,Southwest,collector,Vitrified Clay,18,2275,19.8,1967,59,48,1,0.6,62.9,True,Low,513964,2023-12-10,Dye Test,43.550864,-116.29622
SEW-02496,Wastewater,Milwaukee St,Southeast,lateral,Ductile Iron,6,855,9.3,1995,31,94,2,0.55,52.6,False,Low,344559,2023-01-07,Manhole Inspection,43.593374,-116.2
SEW-02497,Wastewater,Bogus Basin Rd,North End,lateral,Cast Iron,6,320,14.5,1934,92,42,6,0.72,100.0,True,Critical,81294,2023-01-27,Dye Test,43.679427,-116.182544
SEW-02498,Wastewater,Resseguie St,North End,lateral,Vitrified Clay,48,851,20.4,1940,86,35,6,0.72,68.8,True,Critical,608967,2024-07-05,Manhole Inspection,43.638639,-116.189964
SEW-02499,Wastewater,Bogus Basin Rd,North End,lateral,Concrete,15,1581,5.5,1952,74,93,0,0.72,43.4,False,Medium,671434,2025-08-02,Manhole Inspection,43.679661,-116.213733
SEW-02500,Wastewater,Ten Mile Rd,West Boise,collector,Ductile Iron,24,916,8.3,1992,34,85,0,0.5,48.7,False,Critical,534546,2024-10-25,Manhole Inspection,43.617561,-116.316595
SEW-02501,Wastewater,Harrison Blvd,North End,collector,Concrete,15,387,23.3,1963,63,86,1,0.72,86.4,False,High,124865,2024-02-27,Manhole Inspection,43.658755,-116.200319
SEW-02502,Wastewater,Ustick Rd,West Boise,collector,PVC,12,1189,13.4,2012,14,92,0,0.5,22.6,False,Low,278265,2025-04-21,Manhole Inspection,43.633373,-116.337714
SEW-02503,Wastewater,Front St,Downtown,collector,Vitrified Clay,12,1428,8.7,1933,93,34,8,0.78,73.3,True,Medium,464001,2023-12-30,Smoke Test,43.608955,-116.22
SEW-02504,Wastewater,Idaho St,Downtown,lateral,Vitrified Clay,10,2100,18.7,1933,93,42,10,0.78,76.3,True,Low,737917,2023-03-02,Dye Test,43.61458,-116.180258
SEW-02505,Wastewater,Franklin Rd,West Boise,collector,HDPE,15,522,7.0,2011,15,100,1,0.5,55.8,False,Medium,89269,2025-10-04,Manhole Inspection,43.608785,-116.272009
SEW-02506,Wastewater,Broadway Ave,Downtown,trunk,Ductile Iron,36,956,8.0,1980,46,97,1,0.78,58.6,False,Medium,449972,2024-11-22,Manhole Inspection,43.626,-116.186097
SEW-02507,Wastewater,9th St,Downtown,lateral,Vitrified Clay,15,2344,8.8,1928,98,36,10,0.78,100.0,True,Medium,986125,2024-04-12,Manhole Inspection,43.602078,-116.200659
SEW-02508,Wastewater,Myrtle St,Downtown,collector,Cast Iron,21,367,17.5,1941,85,45,4,0.78,77.5,True,Medium,155599,2025-06-25,Flow Monitoring,43.608789,-116.175
SEW-02509,Wastewater,Chinden Blvd,West Boise,collector,PVC,18,1664,18.8,2009,17,93,0,0.5,32.7,False,Low,744989,2023-07-31,Smoke Test,43.651876,-116.295259
SEW-02510,Wastewater,Victory Rd,Southeast,collector,Ductile Iron,24,640,13.8,1966,60,80,4,0.55,63.5,False,Low,221176,2025-02-18,CCTV,43.569494,-116.2
SEW-02511,Wastewater,Chinden Blvd,West Boise,collector,PVC,21,1734,20.2,2010,16,97,0,0.5,57.8,False,Low,878373,2024-06-23,CCTV,43.655,-116.292469
SEW-02512,Wastewater,Harrison Blvd,North End,collector,Concrete,12,2304,24.5,1952,74,78,0,0.72,58.2,False,Medium,834050,2025-11-04,Dye Test,43.626,-116.202289
SEW-02513,Wastewater,Fairview Ave,West Boise,trunk,Concrete,42,1158,9.8,1993,33,84,2,0.5,26.9,False,Critical,915370,2024-01-14,CCTV,43.613503,-116.268419
SEW-02514,Wastewater,Milwaukee St,Southeast,lateral,Ductile Iron,10,442,11.6,1986,40,84,1,0.55,72.5,False,Medium,143846,2025-02-13,Smoke Test,43.549861,-116.2
SEW-02515,Wastewater,State St,West Boise,collector,PVC,21,1132,8.5,2016,10,90,0,0.5,58.8,False,Medium,581145,2024-08-20,Dye Test,43.63806,-116.312003
SEW-02516,Wastewater,Overland Rd,Southwest,trunk,Concrete,24,1463,6.8,1988,38,92,1,0.6,43.4,False,Critical,431165,2025-02-08,Manhole Inspection,43.588012,-116.241983
SEW-02517,Wastewater,Amity Rd,Southwest,collector,Ductile Iron,21,1419,7.9,2005,21,76,1,0.6,51.3,False,Low,306869,2025-04-27,Smoke Test,43.552198,-116.246278
SEW-02518,Wastewater,Eastman St,North End,lateral,Vitrified Clay,24,2130,12.6,1933,93,44,13,0.72,80.4,True,Medium,503817,2025-04-21,Manhole Inspection,43.640171,-116.213313
SEW-02519,Wastewater,Resseguie St,North End,lateral,Vitrified Clay,15,299,8.9,1962,64,73,5,0.72,78.0,True,Low,43682,2024-10-13,Manhole Inspection,43.638491,-116.191703
SEW-02520,Wastewater,Bogus Basin Rd,North End,lateral,Vitrified Clay,12,1725,22.7,1952,74,48,8,0.72,65.9,True,Low,645616,2023-03-18,Flow Monitoring,43.654001,-116.183178
SEW-02521,Wastewater,9th St,Downtown,lateral,Vitrified Clay,8,1513,16.7,1931,95,13,5,0.78,69.9,True,Low,638411,2025-03-18,Flow Monitoring,43.6,-116.201118
SEW-02522,Wastewater,Parkcenter Blvd,East Bench,trunk,Vitrified Clay,42,1075,21.8,1959,67,41,3,0.45,20.8,True,High,319654,2025-08-15,Dye Test,43.625579,-116.175
SEW-02523,Wastewater,Orchard St,Southeast,collector,Ductile Iron,24,837,9.9,1969,57,94,0,0.55,68.2,False,Critical,372094,2024-02-12,Flow Monitoring,43.555538,-116.2
SEW-02524,Wastewater,Hill Rd,North End,collector,Vitrified Clay,21,2182,7.7,1954,72,46,6,0.72,51.0,True,Medium,846688,2025-11-30,Flow Monitoring,43.657683,-116.23
SEW-02525,Wastewater,McMillan Rd,West Boise,collector,PVC,18,531,10.1,2008,18,84,0,0.5,47.0,False,Critical,142307,2024-12-04,CCTV,43.642239,-116.33428
SEW-02526,Wastewater,Jefferson St,Downtown,collector,Vitrified Clay,24,1199,5.7,1949,77,43,9,0.78,74.0,True,Low,302025,2023-12-24,CCTV,43.616363,-116.196604
SEW-02527,Wastewater,Broadway Ave,Downtown,trunk,PVC,36,2260,5.9,1993,33,84,0,0.78,39.7,False,Critical,1397174,2025-11-15,Dye Test,43.603981,-116.186433
SEW-02528,Wastewater,Ten Mile Rd,West Boise,collector,PVC,18,1871,12.0,2003,23,91,0,0.5,55.6,False,Medium,773106,2025-02-06,Smoke Test,43.629788,-116.316245
SEW-02529,Wastewater,Milwaukee St,Southeast,lateral,Concrete,48,2268,9.9,1989,37,79,1,0.55,43.2,False,Critical,1508562,2024-12-14,CCTV,43.54,-116.2
SEW-02530,Wastewater,Bannock St,Downtown,lateral,Concrete,8,610,6.2,1945,81,68,1,0.78,95.4,False,High,170808,2025-11-27,CCTV,43.611462,-116.217535
SEW-02531,Wastewater,Bogus Basin Rd,North End,lateral,Orangeburg,24,2440,8.5,1959,67,70,3,0.72,61.1,True,Low,1355165,2025-06-28,Flow Monitoring,43.651762,-116.183156
SEW-02532,Wastewater,Maple Grove Rd,Southwest,collector,Vitrified Clay,21,1110,15.7,1962,64,57,6,0.6,91.4,True,Low,522568,2023-03-28,Smoke Test,43.568227,-116.278946
SEW-02533,Wastewater,Joplin Rd,West Boise,trunk,PVC,48,251,19.1,2014,12,100,0,0.5,45.5,False,High,187534,2024-11-20,CCTV,43.607269,-116.309938
SEW-02534,Wastewater,Front St,Downtown,collector,Vitrified Clay,18,730,7.0,1926,100,41,9,0.78,64.0,True,Medium,103490,2025-11-14,Flow Monitoring,43.603485,-116.1891
SEW-02535,Wastewater,9th St,Downtown,lateral,Concrete,12,1188,20.9,1952,74,68,0,0.78,95.4,False,Low,496325,2024-02-15,CCTV,43.6,-116.199809
SEW-02536,Wastewater,Harrison Blvd,North End,collector,Cast Iron,21,226,7.2,1938,88,33,8,0.72,81.0,True,Low,118376,2024-06-08,Manhole Inspection,43.645327,-116.202514
SEW-02537,Wastewater,Shaw Mountain Rd,East Bench,lateral,Ductile Iron,10,1688,17.3,1971,55,76,1,0.45,73.8,False,Medium,377079,2025-04-11,Dye Test,43.601813,-116.156096
SEW-02538,Wastewater,Harrison Blvd,North End,collector,Concrete,21,2241,19.7,1954,72,66,0,0.72,54.0,False,Low,1207736,2023-02-10,Dye Test,43.626,-116.200365
SEW-02539,Wastewater,Overland Rd,Southeast,collector,Vitrified Clay,21,1185,7.7,1964,62,52,5,0.55,41.8,True,Low,392325,2023-06-14,Dye Test,43.588508,-116.2
SEW-02540,Wastewater,15th St,North End,lateral,Cast Iron,21,1724,7.0,1926,100,43,6,0.72,73.5,True,Low,695791,2023-03-30,Manhole Inspection,43.634077,-116.209755
SEW-02541,Wastewater,Front St,Downtown,collector,Vitrified Clay,15,1090,20.2,1935,91,31,8,0.78,78.6,True,Medium,256006,2025-07-15,Manhole Inspection,43.607124,-116.175
SEW-02542,Wastewater,Warm Springs Ave,East Bench,collector,Vitrified Clay,21,920,9.4,1950,76,49,4,0.45,77.9,True,Low,255579,2025-07-09,Flow Monitoring,43.607965,-116.175
SEW-02543,Wastewater,Overland Rd,Southeast,collector,Concrete,18,913,8.7,1961,65,82,1,0.55,55.0,False,High,328096,2023-09-12,Dye Test,43.588757,-116.2
SEW-02544,Wastewater,Joplin Rd,West Boise,trunk,PVC,30,1902,10.0,2016,10,95,0,0.5,37.0,False,High,659855,2022-10-02,Flow Monitoring,43.6,-116.312837
SEW-02545,Wastewater,Victory Rd,Southwest,collector,PVC,21,289,20.6,1987,39,81,0,0.6,74.0,False,Critical,70664,2022-11-20,Smoke Test,43.568299,-116.275903
SEW-02546,Wastewater,Orchard St,Southeast,collector,Ductile Iron,15,1844,6.6,1993,33,84,0,0.55,87.6,False,Low,477980,2025-02-09,Dye Test,43.595,-116.2
SEW-02547,Wastewater,9th St,Downtown,lateral,Vitrified Clay,8,2176,17.0,1935,91,31,9,0.78,67.5,True,Critical,406076,2024-06-09,CCTV,43.626,-116.1997
SEW-02548,Wastewater,Vista Ave,Southeast,collector,Vitrified Clay,24,585,7.6,1964,62,46,6,0.55,51.3,True,Medium,129484,2023-01-05,Smoke Test,43.541556,-116.2
SEW-02549,Wastewater,Capitol Blvd,Downtown,trunk,Vitrified Clay,48,667,24.8,1930,96,27,11,0.78,82.7,True,Critical,360979,2023-03-25,Manhole Inspection,43.606708,-116.2005
SEW-02550,Wastewater,State St,West Boise,collector,PVC,24,2332,14.5,2018,8,100,0,0.5,10.4,False,Medium,678526,2025-08-08,Manhole Inspection,43.637937,-116.25339
SEW-02551,Wastewater,Broadway Ave,Downtown,trunk,Vitrified Clay,24,2208,22.1,1963,63,53,9,0.78,59.0,True,Medium,1249831,2023-12-05,Dye Test,43.6,-116.189325
SEW-02552,Wastewater,Joplin Rd,West Boise,trunk,Ductile Iron,48,2389,22.8,1996,30,81,2,0.5,52.4,False,Critical,515622,2024-09-26,Manhole Inspection,43.623033,-116.307031
SEW-02553,Wastewater,Overland Rd,Southeast,collector,Concrete,12,1870,16.9,1970,56,63,1,0.55,40.0,False,Medium,920840,2023-12-12,Flow Monitoring,43.586201,-116.2
SEW-02554,Wastewater,Harrison Blvd,North End,collector,Vitrified Clay,12,1914,9.4,1951,75,58,7,0.72,66.0,True,Medium,891048,2025-06-04,Dye Test,43.650735,-116.199347
SEW-02555,Wastewater,Hill Rd,North End,collector,Concrete,24,419,8.3,1958,68,75,1,0.72,84.5,False,Low,67779,2025-11-06,Flow Monitoring,43.659352,-116.176758
SEW-02556,Wastewater,Idaho St,Downtown,lateral,Vitrified Clay,12,2222,18.9,1952,74,42,1,0.78,71.6,True,High,324340,2024-10-30,Flow Monitoring,43.613088,-116.178372
SEW-02557,Wastewater,9th St,Downtown,lateral,Vitrified Clay,8,514,11.6,1940,86,28,5,0.78,83.6,True,Low,149879,2025-09-01,Manhole Inspection,43.610617,-116.196834
SEW-02558,Wastewater,Eagle Rd,West Boise,trunk,Ductile Iron,30,2150,20.0,1993,33,83,1,0.5,77.8,False,Medium,823209,2023-02-05,Smoke Test,43.638804,-116.353392
SEW-02559,Wastewater,Parkcenter Blvd,East Bench,trunk,PVC,30,2445,14.6,1981,45,91,0,0.45,15.3,False,Medium,795911,2025-01-21,Smoke Test,43.61768,-116.175
SEW-02560,Wastewater,Federal Way,East Bench,collector,Concrete,12,1993,17.0,1976,50,75,1,0.45,86.4,False,Medium,789041,2025-07-19,Manhole Inspection,43.598852,-116.175
SEW-02561,Wastewater,Orchard St,Southeast,collector,Concrete,15,635,5.7,1981,45,89,0,0.55,57.9,False,Medium,261968,2022-09-19,Dye Test,43.595,-116.2
SEW-02562,Wastewater,Eastman St,North End,lateral,Cast Iron,8,1257,20.5,1947,79,45,10,0.72,67.0,True,High,221979,2024-02-29,Flow Monitoring,43.638586,-116.226367
SEW-02563,Wastewater,Hill Rd,North End,collector,Vitrified Clay,24,1192,14.4,1928,98,28,10,0.72,74.0,True,Low,421454,2024-01-11,Dye Test,43.657052,-116.193255
SEW-02564,Wastewater,Front St,Downtown,collector,Concrete,21,1452,15.8,1962,64,78,0,0.78,64.1,False,Medium,284433,2025-09-28,Dye Test,43.605174,-116.181939
SEW-02565,Wastewater,Joplin Rd,West Boise,trunk,PVC,24,2087,8.8,2001,25,100,0,0.5,65.9,False,Medium,1022760,2025-05-26,Flow Monitoring,43.608676,-116.308342
SEW-02566,Wastewater,Broadway Ave,Southeast,trunk,PVC,24,472,17.4,1987,39,94,0,0.55,75.5,False,High,113519,2025-10-05,Flow Monitoring,43.595,-116.189705
SEW-02567,Wastewater,Eagle Rd,West Boise,trunk,PVC,24,2161,24.5,1998,28,88,0,0.5,39.9,False,Critical,1124266,2025-03-06,Smoke Test,43.637549,-116.35276
SEW-02568,Wastewater,McMillan Rd,West Boise,collector,Ductile Iron,18,585,20.8,2000,26,80,1,0.5,51.7,False,Low,268345,2025-07-30,Flow Monitoring,43.64413,-116.307983
SEW-02569,Wastewater,State St,West Boise,collector,HDPE,15,1161,5.3,2005,21,94,0,0.5,25.9,False,High,577853,2024-03-08,Manhole Inspection,43.636603,-116.295317
SEW-02570,Wastewater,28th St,North End,lateral,Vitrified Clay,18,1414,22.1,1935,91,37,11,0.72,78.5,True,Low,270501,2025-09-30,Smoke Test,43.670862,-116.214684
SEW-02571,Wastewater,Eagle Rd,West Boise,trunk,PVC,30,1706,13.8,2007,19,99,0,0.5,37.3,False,Medium,631627,2025-05-30,CCTV,43.6,-116.353394
SEW-02572,Wastewater,Chinden Blvd,West Boise,collector,PVC,21,466,10.5,2022,4,88,0,0.5,55.3,False,Medium,204222,2025-05-05,Manhole Inspection,43.655,-116.316678
SEW-02573,Wastewater,Orchard St,Southeast,collector,Ductile Iron,15,2408,8.9,1977,49,84,0,0.55,69.4,False,Medium,303345,2025-03-03,Manhole Inspection,43.592603,-116.2
SEW-02574,Wastewater,Federal Way,East Bench,collector,Concrete,24,428,12.7,1960,66,76,1,0.45,37.6,False,Low,75924,2025-07-11,CCTV,43.597051,-116.132028
SEW-02575,Wastewater,McMillan Rd,West Boise,collector,Ductile Iron,18,1770,20.0,2002,24,87,2,0.5,43.4,False,High,704804,2024-12-10,Smoke Test,43.641917,-116.328627
SEW-02576,Wastewater,Victory Rd,Southeast,collector,PVC,21,1972,13.5,1979,47,81,0,0.55,49.5,False,High,424020,2023-12-23,Smoke Test,43.570499,-116.160077
SEW-02577,Wastewater,15th St,North End,lateral,Concrete,8,1771,21.7,1959,67,83,1,0.72,94.4,False,Medium,545538,2024-11-05,Dye Test,43.626,-116.2095
SEW-02578,Wastewater,State St,West Boise,collector,Ductile Iron,24,1144,10.6,1991,35,88,0,0.5,56.2,False,High,548232,2025-11-28,Flow Monitoring,43.638701,-116.295556
SEW-02579,Wastewater,Milwaukee St,Southeast,lateral,Concrete,15,2298,8.8,1966,60,88,0,0.55,75.7,False,Low,1057989,2022-11-25,Dye Test,43.584574,-116.2
SEW-02580,Wastewater,15th St,North End,lateral,Vitrified Clay,10,1254,23.8,1940,86,36,6,0.72,68.3,True,Medium,465646,2024-06-29,CCTV,43.626,-116.208774
SEW-02581,Wastewater,Five Mile Rd,Southwest,collector,PVC,18,1379,16.2,1982,44,96,1,0.6,100.0,False,Medium,412480,2025-03-04,Dye Test,43.549058,-116.296505
SEW-02582,Wastewater,Parkcenter Blvd,East Bench,trunk,Concrete,24,2042,21.7,1976,50,79,0,0.45,63.3,False,High,919357,2022-10-14,Dye Test,43.58,-116.175
SEW-02583,Wastewater,Fairview Ave,West Boise,trunk,PVC,48,1314,21.9,2013,13,89,0,0.5,56.6,False,Critical,1219658,2023-07-12,Dye Test,43.618275,-116.261307
SEW-02584,Wastewater,Milwaukee St,Southeast,lateral,Ductile Iron,10,1538,21.8,1973,53,74,0,0.55,56.3,False,Medium,416554,2024-06-21,Flow Monitoring,43.541762,-116.2
SEW-02585,Wastewater,9th St,Downtown,lateral,Vitrified Clay,8,2342,16.8,1960,66,39,7,0.78,65.5,True,Medium,691413,2022-11-01,Dye Test,43.6,-116.201774
SEW-02586,Wastewater,Eisenman Rd,Southeast,collector,Ductile Iron,18,1366,13.0,2003,23,79,2,0.55,28.2,False,Low,404447,2023-07-06,Flow Monitoring,43.569166,-116.169337
SEW-02587,Wastewater,Victory Rd,Southwest,collector,PVC,24,1257,7.1,1989,37,100,0,0.6,69.8,False,Low,649809,2025-10-18,Flow Monitoring,43.569742,-116.287313
SEW-02588,Wastewater,Victory Rd,Southwest,collector,Concrete,12,1268,6.6,1958,68,82,0,0.6,45.2,False,High,615423,2022-12-26,Manhole Inspection,43.570727,-116.247345
SEW-02589,Wastewater,Cloverdale Rd,West Boise,collector,PVC,12,1579,13.4,2018,8,91,0,0.5,53.6,False,Critical,617638,2024-01-09,CCTV,43.611375,-116.334024
SEW-02590,Wastewater,Cole Rd,Southwest,collector,Ductile Iron,21,281,18.2,1987,39,74,0,0.6,52.0,False,Low,72909,2024-11-27,Smoke Test,43.586898,-116.256694
SEW-02591,Wastewater,Resseguie St,North End,lateral,Vitrified Clay,42,1707,13.7,1938,88,38,9,0.72,100.0,True,Critical,995203,2024-05-12,Manhole Inspection,43.637664,-116.190827
SEW-02592,Wastewater,Franklin Rd,West Boise,collector,Ductile Iron,18,1875,20.8,1991,35,86,0,0.5,45.6,False,Medium,424203,2025-08-31,Smoke Test,43.606451,-116.273407
SEW-02593,Wastewater,Cloverdale Rd,West Boise,collector,PVC,15,2497,19.1,2006,20,84,0,0.5,41.8,False,Low,912135,2023-06-04,CCTV,43.614771,-116.33617
SEW-02594,Wastewater,Warm Springs Ave,East Bench,collector,Cast Iron,15,1553,22.2,1927,99,30,9,0.45,94.9,True,Low,534182,2023-03-04,Flow Monitoring,43.605334,-116.136024
SEW-02595,Wastewater,Joplin Rd,West Boise,trunk,PVC,42,1432,17.6,2001,25,100,0,0.5,37.4,False,Critical,1099846,2024-04-23,Dye Test,43.611133,-116.308262
SEW-02596,Wastewater,Bogus Basin Rd,North End,lateral,Concrete,10,2490,8.9,1951,75,79,2,0.72,72.6,False,High,713554,2025-06-12,CCTV,43.679727,-116.188153
SEW-02597,Wastewater,Myrtle St,Downtown,collector,Cast Iron,21,2449,6.7,1934,92,47,6,0.78,85.8,True,Medium,1314398,2025-11-29,Manhole Inspection,43.607469,-116.191913
SEW-02598,Wastewater,McMillan Rd,West Boise,collector,PVC,18,803,14.8,2022,4,90,0,0.5,50.5,False,Medium,227515,2023-04-05,CCTV,43.645439,-116.277704
SEW-02599,Wastewater,Hill Rd,North End,collector,Concrete,18,1899,19.9,1949,77,85,1,0.72,75.7,False,Medium,417358,2024-05-05,Smoke Test,43.65788,-116.179372
SEW-02600,Wastewater,Ustick Rd,West Boise,collector,Ductile Iron,21,2283,19.8,2006,20,85,0,0.5,14.1,False,High,573625,2025-07-08,Smoke Test,43.634685,-116.309798
SEW-02601,Wastewater,Fort St,North End,lateral,Vitrified Clay,10,1718,14.5,1939,87,45,9,0.72,72.8,True,Low,705534,2023-05-29,Smoke Test,43.637638,-116.211266
SEW-02602,Wastewater,9th St,Downtown,lateral,Vitrified Clay,6,1434,14.2,1953,73,46,4,0.78,74.1,True,Low,318902,2025-02-27,Flow Monitoring,43.6,-116.199856
SEW-02603,Wastewater,Bogus Basin Rd,North End,lateral,Concrete,12,2020,15.2,1950,76,76,0,0.72,73.5,False,Medium,930596,2023-03-08,Flow Monitoring,43.666527,-116.187135
SEW-02604,Wastewater,Eastman St,North End,lateral,Vitrified Clay,18,1733,18.0,1956,70,43,3,0.72,96.3,True,Low,974167,2024-01-18,Smoke Test,43.64168,-116.188269
SEW-02605,Wastewater,Victory Rd,Southwest,collector,Concrete,15,2027,22.6,1977,49,84,1,0.6,86.8,False,Low,989129,2024-07-29,Flow Monitoring,43.571499,-116.257023
SEW-02606,Wastewater,Vista Ave,Southeast,collector,Ductile Iron,21,2483,22.4,1984,42,76,2,0.55,52.8,False,Low,343756,2023-07-24,Flow Monitoring,43.573026,-116.2
SEW-02607,Wastewater,Boise Ave,East Bench,collector,Concrete,18,2023,6.5,1960,66,82,2,0.45,73.4,False,Low,959039,2024-10-03,CCTV,43.599104,-116.175
SEW-02608,Wastewater,Fairview Ave,West Boise,trunk,Concrete,24,390,5.7,1993,33,98,0,0.5,11.9,False,High,139822,2023-01-31,Smoke Test,43.616426,-116.312779
SEW-02609,Wastewater,Bogus Basin Rd,North End,lateral,Vitrified Clay,12,1278,24.2,1943,83,49,7,0.72,89.3,True,Medium,298301,2023-11-15,Smoke Test,43.658736,-116.193987
SEW-02610,Wastewater,Parkcenter Blvd,East Bench,trunk,Ductile Iron,30,733,5.6,1966,60,75,0,0.45,44.6,False,Medium,421518,2025-11-05,CCTV,43.626,-116.175
SEW-02611,Wastewater,Eastman St,North End,lateral,Vitrified Clay,12,318,6.6,1954,72,62,10,0.72,77.9,True,High,39423,2024-03-12,Dye Test,43.643133,-116.19735
SEW-02612,Wastewater,Franklin Rd,West Boise,collector,PVC,21,518,17.0,2013,13,100,0,0.5,14.0,False,Low,215171,2024-02-28,CCTV,43.604472,-116.274845
SEW-02613,Wastewater,Myrtle St,Downtown,collector,Orangeburg,12,1503,14.0,1960,66,61,7,0.78,96.6,True,Medium,708904,2025-06-29,Manhole Inspection,43.607014,-116.18009
SEW-02614,Wastewater,Ten Mile Rd,West Boise,collector,PVC,21,2037,17.9,2009,17,93,0,0.5,28.4,False,Medium,929153,2025-12-02,Manhole Inspection,43.609004,-116.318442
SEW-02615,Wastewater,Ten Mile Rd,West Boise,collector,HDPE,24,1885,20.6,2019,7,96,0,0.5,49.4,False,Low,649513,2025-10-31,Manhole Inspection,43.606992,-116.315095
SEW-02616,Wastewater,Cloverdale Rd,West Boise,collector,PVC,18,1855,12.5,1998,28,90,0,0.5,43.6,False,Medium,680094,2024-05-16,Smoke Test,43.607447,-116.335398
SEW-02617,Wastewater,Eagle Rd,West Boise,trunk,Ductile Iron,30,214,8.7,2004,22,85,1,0.5,37.9,False,High,88692,2025-10-28,Manhole Inspection,43.6434,-116.353554
SEW-02618,Wastewater,28th St,North End,lateral,Vitrified Clay,8,1191,23.3,1955,71,44,9,0.72,68.0,True,Critical,132932,2025-07-18,Smoke Test,43.659851,-116.215466
SEW-02619,Wastewater,Myrtle St,Downtown,collector,Vitrified Clay,21,1740,14.0,1959,67,42,5,0.78,91.5,True,Medium,436334,2025-06-01,Manhole Inspection,43.604193,-116.201236
SEW-02620,Wastewater,Eisenman Rd,Southeast,collector,HDPE,18,886,11.0,2022,4,100,0,0.55,52.1,False,High,158161,2024-06-13,Manhole Inspection,43.54,-116.171205
SEW-02621,Wastewater,8th St,Downtown,lateral,Vitrified Clay,12,881,15.1,1926,100,31,5,0.78,100.0,True,Low,315447,2025-06-17,Dye Test,43.626,-116.198644
SEW-02622,Wastewater,Joplin Rd,West Boise,trunk,PVC,42,1470,14.6,2016,10,89,0,0.5,29.8,False,Critical,386006,2024-10-12,Manhole Inspection,43.644054,-116.307813
SEW-02623,Wastewater,Idaho St,Downtown,lateral,Concrete,24,969,12.5,1957,69,75,0,0.78,86.6,False,Low,272811,2023-07-30,Manhole Inspection,43.611052,-116.213573
SEW-02624,Wastewater,Cole Rd,Southwest,collector,Vitrified Clay,18,1060,20.5,1960,66,58,1,0.6,42.6,True,High,307536,2025-04-03,Flow Monitoring,43.6,-116.253386
