segment_id,system_type,location_name,district,pipe_material,diameter_inches,length_ft,install_year,asset_age_years,condition_score,breaks_last_5yr,capacity_utilization_pct,criticality_class,estimated_replacement_cost_usd,last_inspection_date,inspection_method,lat,lon
SEW-02275,Wastewater,Franklin Rd,West Boise,PVC,24,1510,1998,28,88,0,37.4,Low,627829,2025-04-29,Dye Test,43.60872,-116.2884
SEW-02276,Wastewater,Overland Rd,Southeast,Ductile Iron,15,1100,1965,61,38,0,37.2,Low,428198,2023-10-23,Dye Test,43.58601,-116.16368
SEW-02277,Wastewater,Franklin Rd,West Boise,PVC,15,2081,2007,19,66,0,64.3,Low,417172,2023-06-08,Smoke Test,43.60652,-116.291555
SEW-02278,Wastewater,Eagle Rd,West Boise,Ductile Iron,42,1850,1990,36,63,1,47.7,Medium,1254491,2023-11-03,CCTV,43.6,-116.353458
SEW-02279,Wastewater,Maple Grove Rd,Southwest,Concrete,21,2415,1960,66,49,2,54.4,Medium,774718,2024-01-06,Dye Test,43.575052,-116.277231
SEW-02280,Wastewater,Warm Springs Ave,East Bench,Vitrified Clay,24,2447,1951,75,17,6,79.3,High,536144,2025-02-10,Smoke Test,43.608562,-116.175
SEW-02281,Wastewater,McMillan Rd,West Boise,PVC,12,2044,2020,6,100,0,53.0,High,328269,2023-04-12,Dye Test,43.643748,-116.274333
SEW-02282,Wastewater,Bannock St,Downtown,Vitrified Clay,15,1954,1927,99,5,8,53.6,Medium,674869,2025-08-11,Dye Test,43.611898,-116.218181
SEW-02283,Wastewater,28th St,North End,Concrete,18,2029,1954,72,42,1,100.0,Medium,997012,2024-02-29,Manhole Inspection,43.656474,-116.21378
SEW-02284,Wastewater,Fort St,North End,Concrete,6,2349,1962,64,64,2,92.2,Low,609279,2023-05-21,Smoke Test,43.635464,-116.179517
SEW-02285,Wastewater,Eisenman Rd,Southeast,HDPE,12,1644,2022,4,89,0,24.4,Medium,531226,2023-01-23,Dye Test,43.556655,-116.171078
SEW-02286,Wastewater,Franklin Rd,West Boise,PVC,15,1858,2014,12,89,0,5.0,Medium,617065,2022-12-23,CCTV,43.608961,-116.313192
SEW-02287,Wastewater,Lander St,Downtown,Vitrified Clay,42,1832,1926,100,5,7,65.2,Critical,499528,2025-10-06,Manhole Inspection,43.6,-116.22
SEW-02288,Wastewater,Joplin Rd,West Boise,Ductile Iron,48,2439,1995,31,71,1,5.0,High,1603147,2025-05-15,Dye Test,43.6,-116.30743
SEW-02289,Wastewater,Jefferson St,Downtown,Vitrified Clay,21,228,1926,100,5,12,100.0,Critical,140810,2025-04-04,CCTV,43.618492,-116.209958
SEW-02290,Wastewater,Eisenman Rd,Southeast,Ductile Iron,15,2170,1998,28,77,1,10.7,Low,759998,2024-08-31,Manhole Inspection,43.572347,-116.169463
SEW-02291,Wastewater,Cloverdale Rd,West Boise,PVC,21,1444,2022,4,100,0,41.3,Critical,707032,2023-03-03,Manhole Inspection,43.628598,-116.336275
SEW-02292,Wastewater,Eisenman Rd,Southeast,PVC,24,1894,2022,4,92,0,55.6,High,1284358,2023-12-08,Flow Monitoring,43.57898,-116.168302
SEW-02293,Wastewater,Main St,Downtown,Vitrified Clay,21,1167,1956,70,8,8,79.5,Low,538413,2025-05-11,Manhole Inspection,43.616438,-116.178725
SEW-02294,Wastewater,Parkcenter Blvd,East Bench,Ductile Iron,24,1503,1976,50,67,1,79.6,High,730723,2024-09-03,Dye Test,43.592198,-116.175
SEW-02295,Wastewater,28th St,North End,Vitrified Clay,15,1278,1942,84,11,7,68.1,Low,255890,2024-03-05,CCTV,43.626,-116.215794
SEW-02296,Wastewater,Warm Springs Ave,East Bench,Vitrified Clay,12,619,1955,71,20,9,67.3,Low,258315,2024-10-22,Flow Monitoring,43.609515,-116.130103
SEW-02297,Wastewater,Cole Rd,Southwest,PVC,12,1528,1983,43,79,0,41.1,Critical,479067,2025-09-17,Dye Test,43.582223,-116.256639
SEW-02298,Wastewater,Ustick Rd,West Boise,PVC,21,2028,2018,8,99,0,29.4,Medium,915672,2024-06-04,Manhole Inspection,43.633226,-116.270103
SEW-02299,Wastewater,Milwaukee St,Southeast,Concrete,36,1395,1987,39,76,1,43.0,Medium,521576,2024-08-15,Flow Monitoring,43.546072,-116.2
SEW-02300,Wastewater,Ten Mile Rd,West Boise,PVC,18,288,2017,9,100,0,28.0,High,77388,2023-02-15,Dye Test,43.6,-116.317692
SEW-02301,Wastewater,Chinden Blvd,West Boise,PVC,12,1654,2003,23,83,0,53.4,Medium,772084,2025-02-04,Flow Monitoring,43.653494,-116.310142
SEW-02302,Wastewater,15th St,North End,Vitrified Clay,21,2285,1931,95,5,11,100.0,High,1115126,2025-06-04,Manhole Inspection,43.63648,-116.207643
SEW-02303,Wastewater,Overland Rd,Southwest,Concrete,36,870,1978,48,65,0,42.2,Medium,203791,2023-10-31,CCTV,43.590976,-116.291859
SEW-02304,Wastewater,Overland Rd,Southwest,PVC,36,2401,1977,49,78,0,49.3,Medium,1976870,2024-03-28,Manhole Inspection,43.586485,-116.275371
SEW-02305,Wastewater,Vista Ave,Southeast,Ductile Iron,18,1792,1985,41,45,1,72.6,Medium,695522,2025-06-17,Flow Monitoring,43.549135,-116.2
SEW-02306,Wastewater,28th St,North End,Orangeburg,8,670,1964,62,27,1,77.0,Low,282608,2025-06-28,Dye Test,43.643976,-116.215348
SEW-02307,Wastewater,Chinden Blvd,West Boise,Ductile Iron,21,2460,1996,30,75,2,36.4,High,1560142,2024-03-28,Manhole Inspection,43.650431,-116.28327
SEW-02308,Wastewater,Chinden Blvd,West Boise,PVC,21,439,2020,6,73,0,31.1,Low,210522,2024-04-22,CCTV,43.654231,-116.329588
SEW-02309,Wastewater,Joplin Rd,West Boise,PVC,48,713,1998,28,88,0,53.3,Critical,291485,2025-10-05,Smoke Test,43.612881,-116.311268
SEW-02310,Wastewater,Milwaukee St,Southeast,Ductile Iron,8,1624,1995,31,68,0,55.5,Medium,512087,2024-11-14,CCTV,43.595,-116.2
SEW-02311,Wastewater,Overland Rd,Southwest,Concrete,42,1744,1967,59,54,1,27.9,High,1643476,2025-06-26,CCTV,43.587715,-116.300151
SEW-02312,Wastewater,Jefferson St,Downtown,Concrete,21,1185,1945,81,47,2,66.3,Low,231417,2025-03-15,Smoke Test,43.614667,-116.176095
SEW-02313,Wastewater,State St,West Boise,PVC,18,2429,2004,22,81,0,34.1,Medium,788460,2024-09-06,Flow Monitoring,43.634238,-116.248028
SEW-02314,Wastewater,Orchard St,Southeast,Concrete,24,266,1977,49,65,1,46.5,Medium,83551,2024-05-16,Flow Monitoring,43.550503,-116.2
SEW-02315,Wastewater,9th St,Downtown,Vitrified Clay,42,1403,1942,84,6,4,67.2,Critical,1181808,2024-03-20,Flow Monitoring,43.6,-116.201015
SEW-02316,Wastewater,Shaw Mountain Rd,East Bench,PVC,24,1458,1982,44,77,0,67.9,Medium,285569,2023-03-06,Smoke Test,43.590604,-116.14264
SEW-02317,Wastewater,Vista Ave,Southeast,Ductile Iron,12,1661,1968,58,48,2,68.2,Medium,587134,2025-01-13,Smoke Test,43.593805,-116.2
SEW-02318,Wastewater,Orchard St,Southeast,Concrete,21,1276,1983,43,69,1,28.8,Low,302280,2022-11-07,Manhole Inspection,43.595,-116.2
SEW-02319,Wastewater,Main St,Downtown,Vitrified Clay,18,1606,1936,90,5,7,74.4,Low,899625,2024-04-21,Manhole Inspection,43.612381,-116.182239
SEW-02320,Wastewater,Overland Rd,Southwest,PVC,42,776,1980,46,84,0,45.8,High,147908,2024-07-27,Smoke Test,43.586083,-116.237152
SEW-02321,Wastewater,Idaho St,Downtown,Cast Iron,15,1679,1941,85,5,12,79.3,Medium,456642,2024-10-23,Smoke Test,43.612656,-116.183503
SEW-02322,Wastewater,Boise Ave,East Bench,Vitrified Clay,12,1267,1960,66,22,10,19.7,Low,363150,2024-09-21,CCTV,43.60118,-116.164931
SEW-02323,Wastewater,Jefferson St,Downtown,Vitrified Clay,18,257,1925,101,5,8,81.4,Medium,109250,2023-01-15,Smoke Test,43.616499,-116.218167
SEW-02324,Wastewater,Bannock St,Downtown,Concrete,12,1731,1958,68,61,5,83.2,Low,544166,2025-06-10,Manhole Inspection,43.613012,-116.22
SEW-02325,Wastewater,Hill Rd,North End,Vitrified Clay,12,1529,1962,64,18,4,100.0,Medium,447312,2025-05-04,CCTV,43.657553,-116.23
SEW-02326,Wastewater,Orchard St,Southeast,Concrete,12,2447,1990,36,55,1,75.6,Medium,862187,2024-03-26,Smoke Test,43.579489,-116.2
SEW-02327,Wastewater,Parkcenter Blvd,East Bench,Ductile Iron,24,1865,1984,42,60,2,51.7,Medium,1129940,2024-10-23,Smoke Test,43.608385,-116.175
SEW-02328,Wastewater,Ten Mile Rd,West Boise,PVC,18,1278,1994,32,90,0,50.2,High,170855,2025-08-13,Smoke Test,43.6,-116.314542
SEW-02329,Wastewater,Five Mile Rd,Southwest,Concrete,18,1572,1982,44,68,0,40.8,High,802041,2025-05-21,CCTV,43.6,-116.297887
SEW-02330,Wastewater,Resseguie St,North End,Vitrified Clay,8,311,1934,92,5,6,63.4,Medium,35620,2022-09-30,Smoke Test,43.636422,-116.203568
SEW-02331,Wastewater,Capitol Blvd,Downtown,Vitrified Clay,42,1938,1931,95,5,7,79.5,Critical,575379,2025-02-26,Manhole Inspection,43.626,-116.202765
SEW-02332,Wastewater,Front St,Downtown,Vitrified Clay,18,1150,1927,99,5,7,83.8,Medium,231287,2025-02-19,CCTV,43.608214,-116.198032
SEW-02333,Wastewater,8th St,Downtown,Vitrified Clay,18,389,1964,62,20,4,45.8,High,143982,2025-05-10,Smoke Test,43.626,-116.199317
SEW-02334,Wastewater,15th St,North End,Vitrified Clay,10,1689,1936,90,5,5,50.6,High,664662,2024-06-30,Manhole Inspection,43.626,-116.208727
SEW-02335,Wastewater,Overland Rd,Southeast,Ductile Iron,18,717,1973,53,34,3,50.6,Medium,346043,2023-06-10,Flow Monitoring,43.586299,-116.2
SEW-02336,Wastewater,Main St,Downtown,Vitrified Clay,18,2297,1936,90,5,5,100.0,Low,330143,2023-12-03,Smoke Test,43.61458,-116.22
SEW-02337,Wastewater,Milwaukee St,Southeast,Concrete,15,2139,1984,42,70,0,47.0,Medium,850414,2023-11-25,Smoke Test,43.575008,-116.2
SEW-02338,Wastewater,Fairview Ave,West Boise,PVC,30,1659,2020,6,99,0,57.7,High,436946,2023-08-28,Manhole Inspection,43.615429,-116.273048
SEW-02339,Wastewater,Parkcenter Blvd,East Bench,Concrete,24,1295,1991,35,76,1,74.2,Critical,436588,2023-01-21,CCTV,43.596034,-116.175
SEW-02340,Wastewater,Fairview Ave,West Boise,PVC,42,1429,2016,10,90,0,53.3,High,509543,2023-11-04,Smoke Test,43.613631,-116.297181
SEW-02341,Wastewater,Resseguie St,North End,Concrete,8,1309,1953,73,57,2,99.0,Medium,422488,2022-10-10,Dye Test,43.639543,-116.210495
SEW-02342,Wastewater,Eagle Rd,West Boise,PVC,30,2458,2016,10,89,1,65.7,Medium,685215,2023-09-29,Flow Monitoring,43.655,-116.352512
SEW-02343,Wastewater,Victory Rd,Southwest,Vitrified Clay,18,622,1964,62,25,5,48.2,Low,326879,2023-07-30,Smoke Test,43.569033,-116.313456
SEW-02344,Wastewater,Joplin Rd,West Boise,PVC,36,1311,2004,22,96,0,44.1,Medium,521809,2024-07-16,Dye Test,43.6,-116.309044
SEW-02345,Wastewater,Capitol Blvd,Downtown,Vitrified Clay,24,1810,1951,75,9,7,90.6,Critical,827331,2022-11-10,CCTV,43.626,-116.203117
SEW-02346,Wastewater,Overland Rd,Southeast,Vitrified Clay,18,1119,1961,65,12,5,94.2,Medium,605775,2024-10-26,Flow Monitoring,43.589043,-116.194993
SEW-02347,Wastewater,Myrtle St,Downtown,Vitrified Clay,15,294,1926,100,5,6,95.8,Low,39599,2025-11-24,CCTV,43.606983,-116.22
SEW-02348,Wastewater,28th St,North End,Concrete,10,1935,1959,67,53,2,64.1,Low,195785,2023-10-03,Manhole Inspection,43.675161,-116.212246
SEW-02349,Wastewater,Curtis Rd,Southwest,Vitrified Clay,12,682,1968,58,21,3,79.6,Medium,282008,2024-04-02,Flow Monitoring,43.550545,-116.224265
SEW-02350,Wastewater,Broadway Ave,Southeast,Ductile Iron,36,1338,1966,60,63,2,53.1,High,812688,2024-04-04,Manhole Inspection,43.595,-116.186508
SEW-02351,Wastewater,Franklin Rd,West Boise,PVC,15,983,2015,11,100,0,26.0,Low,357904,2024-03-27,CCTV,43.607587,-116.293199
SEW-02352,Wastewater,Hill Rd,North End,Concrete,24,1274,1950,76,49,1,77.2,Medium,249387,2023-10-10,Manhole Inspection,43.660034,-116.201804
SEW-02353,Wastewater,Curtis Rd,Southwest,PVC,12,562,1984,42,78,1,43.1,Low,148748,2024-08-30,Smoke Test,43.589634,-116.222291
SEW-02354,Wastewater,Parkcenter Blvd,East Bench,Vitrified Clay,48,654,1969,57,32,1,64.5,Medium,326424,2025-10-07,CCTV,43.58,-116.175
SEW-02355,Wastewater,Broadway Ave,Southeast,Concrete,48,1314,1970,56,70,2,47.0,Critical,486153,2024-05-25,Smoke Test,43.586511,-116.190797
SEW-02356,Wastewater,Victory Rd,Southeast,PVC,21,1040,1981,45,83,0,70.4,Low,280773,2022-11-11,Manhole Inspection,43.572742,-116.2
SEW-02357,Wastewater,Myrtle St,Downtown,Vitrified Clay,12,1978,1928,98,5,5,61.5,Medium,396427,2025-05-04,Flow Monitoring,43.606962,-116.22
SEW-02358,Wastewater,Main St,Downtown,Vitrified Clay,24,540,1943,83,5,7,84.7,High,337518,2025-09-14,Smoke Test,43.61663,-116.22
SEW-02359,Wastewater,Maple Grove Rd,Southwest,PVC,21,1908,1990,36,96,0,37.2,Low,274282,2025-09-12,Smoke Test,43.6,-116.276575
SEW-02360,Wastewater,Resseguie St,North End,Vitrified Clay,6,699,1934,92,5,6,59.8,Low,262589,2024-03-23,Dye Test,43.639729,-116.180423
SEW-02361,Wastewater,Eastman St,North End,Cast Iron,10,445,1934,92,5,11,70.4,Medium,158177,2025-05-20,Flow Monitoring,43.639257,-116.227201
SEW-02362,Wastewater,Victory Rd,Southwest,Cast Iron,15,2426,1961,65,14,3,45.0,Low,369025,2025-06-09,Flow Monitoring,43.569293,-116.313613
SEW-02363,Wastewater,9th St,Downtown,Vitrified Clay,12,753,1938,88,5,9,76.0,Low,354278,2025-02-28,Manhole Inspection,43.626,-116.201413
SEW-02364,Wastewater,Eisenman Rd,Southeast,Ductile Iron,15,2333,1990,36,85,0,35.4,Low,375577,2023-05-07,Manhole Inspection,43.554452,-116.169069
SEW-02365,Wastewater,Federal Way,East Bench,Concrete,21,507,1963,63,60,2,24.4,Medium,187098,2023-03-03,Flow Monitoring,43.598636,-116.149394
SEW-02366,Wastewater,Resseguie St,North End,Concrete,30,968,1952,74,44,1,84.5,Medium,196590,2023-02-14,Manhole Inspection,43.637631,-116.222893
SEW-02367,Wastewater,Fairview Ave,West Boise,Ductile Iron,42,700,1997,29,53,0,46.2,Critical,474233,2024-04-30,CCTV,43.617695,-116.2551
SEW-02368,Wastewater,Idaho St,Downtown,Vitrified Clay,24,537,1940,86,5,6,70.7,Medium,247377,2024-11-18,Flow Monitoring,43.61652,-116.22
SEW-02369,Wastewater,Idaho St,Downtown,Concrete,30,2444,1951,75,51,2,73.5,Medium,862917,2023-02-19,Manhole Inspection,43.61252,-116.214448
SEW-02370,Wastewater,Idaho St,Downtown,Vitrified Clay,8,769,1925,101,5,8,90.2,Low,85267,2022-11-17,Dye Test,43.614798,-116.21936
SEW-02371,Wastewater,Cloverdale Rd,West Boise,PVC,24,2353,2007,19,95,0,60.6,Medium,681395,2024-09-06,CCTV,43.653192,-116.336847
SEW-02372,Wastewater,Capitol Blvd,Downtown,Cast Iron,24,1595,1948,78,5,8,93.4,High,565632,2023-02-03,Manhole Inspection,43.605615,-116.201913
SEW-02373,Wastewater,Lander St,Downtown,Vitrified Clay,42,553,1936,90,5,8,79.0,High,379685,2025-10-10,Manhole Inspection,43.600734,-116.22
SEW-02374,Wastewater,Vista Ave,Southeast,Vitrified Clay,21,292,1955,71,18,5,21.5,Medium,134082,2024-09-03,CCTV,43.588067,-116.2
SEW-02375,Wastewater,Vista Ave,Southeast,Concrete,21,937,1987,39,71,1,56.6,High,489337,2025-11-22,CCTV,43.555854,-116.2
SEW-02376,Wastewater,Ustick Rd,West Boise,PVC,21,2417,2016,10,90,0,16.6,High,1294393,2025-02-28,Dye Test,43.633597,-116.286215
SEW-02377,Wastewater,Lander St,Downtown,Vitrified Clay,42,1869,1925,101,5,7,65.0,Medium,853932,2025-01-06,Smoke Test,43.6,-116.22
SEW-02378,Wastewater,15th St,North End,Vitrified Clay,6,2461,1934,92,5,14,84.1,Medium,212433,2024-02-02,Smoke Test,43.626,-116.20995
SEW-02379,Wastewater,Maple Grove Rd,Southwest,Concrete,18,1417,1967,59,54,3,72.1,Medium,669699,2025-04-09,Smoke Test,43.54,-116.277362
SEW-02380,Wastewater,Shaw Mountain Rd,East Bench,Vitrified Clay,12,672,1961,65,28,10,42.1,Low,296484,2024-10-31,Manhole Inspection,43.622441,-116.161119
SEW-02381,Wastewater,Gowen Rd,Southeast,Ductile Iron,36,874,1999,27,88,1,34.2,Medium,646796,2023-06-22,Manhole Inspection,43.544597,-116.155551
SEW-02382,Wastewater,9th St,Downtown,Concrete,24,1672,1965,61,53,3,76.5,Medium,917909,2025-10-04,Smoke Test,43.626,-116.198661
SEW-02383,Wastewater,Cole Rd,Southwest,Vitrified Clay,12,297,1956,70,17,7,68.3,Low,132666,2024-07-24,Manhole Inspection,43.6,-116.258386
SEW-02384,Wastewater,Idaho St,Downtown,Orangeburg,21,1563,1964,62,23,7,89.6,High,802698,2024-06-13,Manhole Inspection,43.61623,-116.22
SEW-02385,Wastewater,Victory Rd,Southeast,Ductile Iron,21,2060,1990,36,55,0,85.6,High,299725,2023-01-23,Dye Test,43.568727,-116.164297
SEW-02386,Wastewater,Fairview Ave,West Boise,Ductile Iron,24,1779,2004,22,73,2,5.0,Medium,783168,2025-10-12,Smoke Test,43.614332,-116.307452
SEW-02387,Wastewater,Eisenman Rd,Southeast,PVC,15,598,1997,29,76,0,29.3,High,252573,2024-07-30,Flow Monitoring,43.54,-116.169036
SEW-02388,Wastewater,Amity Rd,Southwest,PVC,18,1559,1990,36,86,0,47.7,Medium,761049,2024-03-16,CCTV,43.553315,-116.238374
SEW-02389,Wastewater,Cole Rd,Southwest,Vitrified Clay,15,202,1972,54,43,2,100.0,Low,78175,2023-11-28,Smoke Test,43.598729,-116.255384
SEW-02390,Wastewater,Maple Grove Rd,Southwest,PVC,24,1957,1993,33,87,0,46.4,Medium,619132,2024-08-11,Flow Monitoring,43.54,-116.2786
SEW-02391,Wastewater,Franklin Rd,West Boise,PVC,18,2018,2007,19,100,0,14.0,High,661184,2024-09-02,Flow Monitoring,43.609362,-116.32336
SEW-02392,Wastewater,Chinden Blvd,West Boise,PVC,18,2460,1994,32,77,0,35.0,High,884806,2023-09-08,Dye Test,43.650352,-116.321383
SEW-02393,Wastewater,Fairview Ave,West Boise,PVC,48,1829,2000,26,88,0,28.8,Medium,1139617,2024-02-10,CCTV,43.614775,-116.310896
SEW-02394,Wastewater,Cole Rd,Southwest,Vitrified Clay,15,1184,1973,53,37,7,57.3,Critical,284688,2025-09-28,Manhole Inspection,43.591516,-116.253594
SEW-02395,Wastewater,Myrtle St,Downtown,Concrete,15,1460,1954,72,53,2,81.2,Medium,714924,2024-02-01,Dye Test,43.604664,-116.21352
SEW-02396,Wastewater,Parkcenter Blvd,East Bench,PVC,42,1354,1975,51,63,0,61.4,High,436433,2023-10-19,CCTV,43.624668,-116.175
SEW-02397,Wastewater,Broadway Ave,Downtown,Ductile Iron,30,1711,1972,54,52,2,67.3,Critical,497079,2024-01-10,Dye Test,43.608174,-116.189565
SEW-02398,Wastewater,Resseguie St,North End,Concrete,10,942,1947,79,49,2,68.6,Low,279039,2022-12-23,Flow Monitoring,43.639586,-116.174134
SEW-02399,Wastewater,15th St,North End,Vitrified Clay,15,1344,1927,99,5,4,94.5,Low,376383,2025-05-31,Flow Monitoring,43.626,-116.206031
SEW-02400,Wastewater,Broadway Ave,Downtown,Vitrified Clay,42,1410,1961,65,21,9,80.0,Critical,296236,2023-04-27,Dye Test,43.626,-116.187399
SEW-02401,Wastewater,Harrison Blvd,North End,Cast Iron,18,1186,1932,94,5,5,52.1,Low,257457,2025-11-22,Flow Monitoring,43.650227,-116.197601
SEW-02402,Wastewater,15th St,North End,Vitrified Clay,8,1653,1933,93,5,12,57.8,High,279656,2025-09-01,Manhole Inspection,43.665122,-116.205173
SEW-02403,Wastewater,Cole Rd,Southwest,PVC,12,957,1977,49,96,0,69.7,Medium,114361,2024-07-22,Smoke Test,43.544098,-116.256492
SEW-02404,Wastewater,Shaw Mountain Rd,East Bench,Ductile Iron,8,1124,1994,32,85,0,72.4,Medium,99727,2024-11-21,Dye Test,43.604576,-116.155511
SEW-02405,Wastewater,McMillan Rd,West Boise,PVC,21,607,2011,15,83,0,65.7,Low,297730,2023-02-28,CCTV,43.642261,-116.335264
SEW-02406,Wastewater,Five Mile Rd,Southwest,Ductile Iron,18,1466,1978,48,58,2,65.1,High,734780,2025-12-02,Manhole Inspection,43.54,-116.295303
SEW-02407,Wastewater,Boise Ave,East Bench,Ductile Iron,15,1159,1968,58,50,2,49.4,Low,361545,2025-07-01,Manhole Inspection,43.597497,-116.175
SEW-02408,Wastewater,Parkcenter Blvd,East Bench,PVC,36,2006,1979,47,75,0,79.2,Critical,1424804,2024-04-06,Manhole Inspection,43.615713,-116.175
SEW-02409,Wastewater,Fort St,North End,Vitrified Clay,10,627,1964,62,6,1,98.5,Medium,159818,2023-07-10,Manhole Inspection,43.64052,-116.191394
SEW-02410,Wastewater,Bannock St,Downtown,Vitrified Clay,15,924,1947,79,5,3,61.8,Critical,127666,2025-01-09,Dye Test,43.613953,-116.188152
SEW-02411,Wastewater,Myrtle St,Downtown,Concrete,21,2442,1945,81,59,0,75.5,High,1085403,2024-07-17,CCTV,43.60433,-116.187026
SEW-02412,Wastewater,State St,West Boise,PVC,21,2159,1997,29,96,0,26.3,Low,697965,2023-07-11,Smoke Test,43.637756,-116.26562
SEW-02413,Wastewater,Parkcenter Blvd,East Bench,Concrete,30,819,1970,56,58,3,55.8,Critical,421651,2025-02-23,Flow Monitoring,43.58,-116.175
SEW-02414,Wastewater,Ustick Rd,West Boise,PVC,18,2299,2023,3,96,0,27.3,Low,361484,2024-03-04,Smoke Test,43.632206,-116.322346
SEW-02415,Wastewater,Capitol Blvd,Downtown,Vitrified Clay,24,1202,1927,99,5,7,88.3,High,536055,2025-02-01,Smoke Test,43.607284,-116.20198
SEW-02416,Wastewater,Eagle Rd,West Boise,PVC,30,786,1994,32,96,0,38.6,High,364199,2024-10-01,Smoke Test,43.605772,-116.354933
SEW-02417,Wastewater,Victory Rd,Southeast,PVC,18,623,1989,37,68,0,45.3,Medium,219639,2025-07-09,Manhole Inspection,43.569945,-116.1907
SEW-02418,Wastewater,Hill Rd,North End,Concrete,15,368,1958,68,52,1,81.1,Medium,44979,2023-12-10,Smoke Test,43.657565,-116.192685
SEW-02419,Wastewater,Eagle Rd,West Boise,PVC,42,1399,2017,9,83,0,48.9,Medium,500072,2025-07-25,Smoke Test,43.6,-116.354329
SEW-02420,Wastewater,Orchard St,Southeast,Ductile Iron,18,1494,1966,60,67,2,43.0,Low,351813,2023-11-15,Flow Monitoring,43.595,-116.2
SEW-02421,Wastewater,Federal Way,East Bench,PVC,24,2122,1979,47,90,0,53.4,Medium,627404,2024-12-30,Manhole Inspection,43.599865,-116.175
SEW-02422,Wastewater,Curtis Rd,Southwest,Vitrified Clay,30,1705,1973,53,27,4,48.9,Critical,407602,2023-08-09,Dye Test,43.6,-116.22487
SEW-02423,Wastewater,Jefferson St,Downtown,Concrete,21,1539,1961,65,66,1,90.5,Low,307247,2023-07-23,Smoke Test,43.615298,-116.175
SEW-02424,Wastewater,Franklin Rd,West Boise,PVC,21,2216,2018,8,96,0,38.0,Medium,1071865,2024-09-17,Manhole Inspection,43.605076,-116.254427
SEW-02425,Wastewater,State St,West Boise,PVC,15,498,2007,19,96,0,5.0,Medium,224202,2025-11-24,Smoke Test,43.634786,-116.31118
SEW-02426,Wastewater,Lander St,Downtown,Vitrified Clay,36,2221,1937,89,5,11,90.2,Medium,1687884,2025-11-20,Manhole Inspection,43.600769,-116.185283
SEW-02427,Wastewater,Boise Ave,East Bench,PVC,24,2099,1986,40,75,0,60.2,Low,878946,2025-08-18,Flow Monitoring,43.602148,-116.175
SEW-02428,Wastewater,Capitol Blvd,Downtown,Vitrified Clay,30,2369,1938,88,5,5,100.0,Medium,1591919,2025-02-11,Smoke Test,43.6,-116.202244
SEW-02429,Wastewater,Fort St,North End,Concrete,12,839,1953,73,60,1,100.0,Critical,174420,2023-09-16,Flow Monitoring,43.63916,-116.170883
SEW-02430,Wastewater,Broadway Ave,Southeast,Ductile Iron,24,1819,1983,43,66,2,81.4,Medium,1087205,2023-01-02,Flow Monitoring,43.54377,-116.187219
SEW-02431,Wastewater,Fort St,North End,Vitrified Clay,36,662,1925,101,5,7,89.5,Medium,182887,2025-08-24,Dye Test,43.635404,-116.23
SEW-02432,Wastewater,Resseguie St,North End,Vitrified Clay,8,1299,1957,69,5,2,100.0,High,511970,2024-09-23,Flow Monitoring,43.634759,-116.176631
SEW-02433,Wastewater,Gowen Rd,Southeast,PVC,12,293,2014,12,92,0,43.8,Medium,110324,2023-02-15,CCTV,43.545682,-116.157239
SEW-02434,Wastewater,Eagle Rd,West Boise,PVC,42,235,2003,23,98,0,12.2,Medium,208489,2025-03-05,CCTV,43.653146,-116.353159
SEW-02435,Wastewater,Overland Rd,Southwest,Ductile Iron,42,1346,1978,48,64,3,51.3,High,447849,2023-11-07,CCTV,43.58841,-116.243285
SEW-02436,Wastewater,Curtis Rd,Southwest,Concrete,15,1732,1968,58,56,1,35.9,High,189478,2024-01-23,Manhole Inspection,43.543993,-116.221081
SEW-02437,Wastewater,Broadway Ave,Southeast,Vitrified Clay,42,1613,1962,64,26,1,75.5,Critical,1174983,2025-08-25,Smoke Test,43.590967,-116.187816
SEW-02438,Wastewater,Maple Grove Rd,Southwest,Concrete,24,346,1987,39,82,0,55.4,High,58619,2023-12-20,Flow Monitoring,43.557867,-116.275172
SEW-02439,Wastewater,Vista Ave,Southeast,PVC,18,510,1987,39,79,0,67.9,High,212869,2023-01-13,Smoke Test,43.589968,-116.2
SEW-02440,Wastewater,Victory Rd,Southeast,Concrete,21,1509,1974,52,62,0,35.6,High,681606,2023-08-30,Dye Test,43.569114,-116.2
SEW-02441,Wastewater,Federal Way,East Bench,Concrete,18,2032,1979,47,62,1,63.3,High,491314,2025-09-17,Smoke Test,43.59466,-116.130736
SEW-02442,Wastewater,Eisenman Rd,Southeast,PVC,21,2359,1996,30,84,0,77.3,Medium,1140522,2025-04-28,Manhole Inspection,43.565513,-116.169125
SEW-02443,Wastewater,Maple Grove Rd,Southwest,PVC,21,2319,1979,47,86,0,81.9,Low,848224,2023-06-18,Manhole Inspection,43.6,-116.278323
SEW-02444,Wastewater,Victory Rd,Southwest,PVC,15,1015,1988,38,87,0,83.7,Low,429005,2024-01-21,Dye Test,43.567959,-116.314746
SEW-02445,Wastewater,Hill Rd,North End,Vitrified Clay,15,1246,1948,78,5,9,48.8,Medium,365058,2025-01-29,Dye Test,43.659139,-116.211871
SEW-02446,Wastewater,Shaw Mountain Rd,East Bench,Orangeburg,24,1693,1970,56,36,2,89.4,Low,776642,2025-01-02,Manhole Inspection,43.623074,-116.135504
